year,team,conference,sp_rating,sp_ranking
2022,Army,American Athletic,-1.5,73.0
2022,North Texas,American Athletic,-1.5,73.0
2022,Liberty,Conference USA,-1.5,73.0
2022,Miami,ACC,-2.7,76.0
2022,California,ACC,-3.0,77.0
2022,Arizona,Big 12,-3.2,78.0
2022,Georgia State,Sun Belt,-3.3,79.0
2022,Southern Miss,Sun Belt,-3.5,80.0
2022,Toledo,Mid-American,-3.7,81.0
2022,Arizona State,Big 12,-4.1,82.0
2022,San José State,Mountain West,-4.3,83.0
2022,San Diego State,Pac-12,-4.4,84.0
2022,Ohio,Mid-American,-4.6,85.0
2022,Vanderbilt,SEC,-4.7,86.0
2022,Tulsa,American Athletic,-6.1,87.0
2022,Georgia Southern,Sun Belt,-6.4,88.0
2022,Middle Tennessee,Conference USA,-6.9,89.0
2022,Indiana,Big Ten,-7.1,90.0
2022,Eastern Michigan,Mid-American,-7.1,90.0
2022,Florida Atlantic,American Athletic,-7.1,90.0
2022,Stanford,ACC,-7.2,93.0
2022,Navy,American Athletic,-7.2,93.0
2022,Virginia,ACC,-9.0,95.0
2022,Rutgers,Big Ten,-9.1,96.0
2022,Buffalo,Mid-American,-9.2,97.0
2022,Virginia Tech,ACC,-9.5,98.0
2022,UTEP,Mountain West,-10.7,99.0
2022,Wyoming,Mountain West,-10.8,100.0
2022,Texas State,Pac-12,-11.5,101.0
2022,Georgia Tech,ACC,-11.8,102.0
2022,UNLV,Mountain West,-11.9,103.0
2022,Miami (OH),Mid-American,-12.7,104.0
2022,Temple,American Athletic,-12.9,105.0
2022,Arkansas State,Sun Belt,-13.0,106.0
2022,Old Dominion,Sun Belt,-13.0,106.0
2022,Kent State,Mid-American,-13.1,108.0
2022,Utah State,Pac-12,-13.3,109.0
2022,Northwestern,Big Ten,-13.4,110.0
2022,Central Michigan,Mid-American,-14.0,111.0
2022,UConn,FBS Independents,-14.6,112.0
2022,Boston College,ACC,-14.9,113.0
2022,Ball State,Mid-American,-14.9,113.0
2022,Rice,American Athletic,-15.2,115.0
2022,New Mexico State,Conference USA,-15.4,116.0
2022,UL Monroe,Sun Belt,-15.7,117.0
2022,Charlotte,American Athletic,-16.4,118.0
2022,South Florida,American Athletic,-17.0,119.0
2022,Western Michigan,Mid-American,-17.3,120.0
2022,Louisiana Tech,Conference USA,-17.8,121.0
2022,Bowling Green,Mid-American,-18.1,122.0
2022,Northern Illinois,Mountain West,-18.8,123.0
2022,Colorado,Big 12,-20.4,124.0
2022,Colorado State,Pac-12,-22.2,125.0
2022,Nevada,Mountain West,-22.4,126.0
2022,Akron,Mid-American,-23.4,127.0
2022,Hawai'i,Mountain West,-24.7,128.0
2022,Florida International,Conference USA,-25.5,129.0
2022,New Mexico,Mountain West,-26.9,130.0
2022,Massachusetts,Mid-American,-30.3,131.0
2022,nationalAverages,,0.8145038167938932,
2023,Michigan,Big Ten,31.3,1.0
2023,Georgia,SEC,31.2,2.0
2023,Oregon,Big Ten,26.2,3.0
2023,Ohio State,Big Ten,25.2,4.0
2023,Penn State,Big Ten,23.5,5.0
2023,Texas,SEC,23.2,6.0
2023,Alabama,SEC,23.1,7.0
2023,Notre Dame,FBS Independents,20.1,8.0
2023,Florida State,ACC,19.4,9.0
2023,Missouri,SEC,19.3,10.0
2023,LSU,SEC,19.1,11.0
2023,Ole Miss,SEC,18.4,12.0
2023,Washington,Big Ten,16.4,13.0
2023,Tennessee,SEC,16.2,14.0
2023,Kansas State,Big 12,16.2,14.0
2023,Texas A&M,SEC,15.6,16.0
2023,Oklahoma,SEC,15.0,17.0
2023,Arizona,Big 12,14.1,18.0
2023,Oregon State,Pac-12,12.6,19.0
2023,James Madison,Sun Belt,11.8,20.0
2023,Maryland,Big Ten,11.0,21.0
2023,Kentucky,SEC,10.5,22.0
2023,Clemson,ACC,10.5,22.0
2023,SMU,ACC,10.1,24.0
2023,Kansas,Big 12,9.9,25.0
2023,Troy,Sun Belt,9.8,26.0
2023,UCLA,Big Ten,9.7,27.0
2023,Miami,ACC,9.6,28.0
2023,Duke,ACC,9.4,29.0
2023,USC,Big Ten,9.4,29.0
2023,Wisconsin,Big Ten,9.4,29.0
2023,Utah,Big 12,8.5,32.0
2023,Liberty,Conference USA,8.0,33.0
2023,Louisville,ACC,8.0,33.0
2023,TCU,Big 12,7.9,35.0
2023,Auburn,SEC,7.6,36.0
2023,Iowa State,Big 12,7.5,37.0
2023,West Virginia,Big 12,7.5,37.0
2023,NC State,ACC,7.4,39.0
2023,North Carolina,ACC,7.4,39.0
2023,Florida,SEC,6.8,41.0
2023,Oklahoma State,Big 12,6.7,42.0
2023,Texas Tech,Big 12,6.1,43.0
2023,Boise State,Pac-12,5.9,44.0
2023,Air Force,Mountain West,5.9,44.0
2023,Virginia Tech,ACC,5.8,46.0
2023,Iowa,Big Ten,5.8,46.0
2023,UTSA,American Athletic,5.4,48.0
2023,South Alabama,Sun Belt,5.1,49.0
2023,Washington State,Pac-12,4.9,50.0
2023,South Carolina,SEC,4.3,51.0
2023,App State,Sun Belt,3.8,52.0
2023,Toledo,Mid-American,3.7,53.0
2023,Memphis,American Athletic,3.5,54.0
2023,Rutgers,Big Ten,3.5,54.0
2023,Arkansas,SEC,3.5,54.0
2023,UCF,Big 12,3.4,57.0
2023,Tulane,American Athletic,2.8,58.0
2023,Miami (OH),Mid-American,2.8,58.0
2023,Fresno State,Pac-12,2.5,60.0
2023,UNLV,Mountain West,1.4,61.0
2023,Mississippi State,SEC,0.5,62.0
2023,Louisiana,Sun Belt,0.4,63.0
2023,Minnesota,Big Ten,0.4,63.0
2023,Georgia Tech,ACC,0.3,65.0
2023,Nebraska,Big Ten,0.3,65.0
2023,California,ACC,-0.1,67.0
2023,Coastal Carolina,Sun Belt,-1.2,68.0
2023,Northwestern,Big Ten,-1.3,69.0
2023,Jacksonville State,Conference USA,-1.6,70.0
2023,Ohio,Mid-American,-1.6,70.0
2023,Texas State,Pac-12,-1.6,70.0
2023,New Mexico State,Conference USA,-1.8,73.0
2023,Western Kentucky,Conference USA,-2.0,74.0
2023,Illinois,Big Ten,-2.5,75.0
2023,BYU,Big 12,-3.3,76.0
2023,San José State,Mountain West,-3.4,77.0
2023,Wyoming,Mountain West,-3.6,78.0
2023,Army,American Athletic,-4.0,79.0
2023,Syracuse,ACC,-4.4,80.0
2023,Colorado,Big 12,-4.9,81.0
2023,Georgia Southern,Sun Belt,-5.2,82.0
2023,Boston College,ACC,-5.9,83.0
2023,Arkansas State,Sun Belt,-6.3,84.0
2023,South Florida,American Athletic,-6.6,85.0
2023,North Texas,American Athletic,-6.7,86.0
2023,Cincinnati,Big 12,-6.8,87.0
2023,Georgia State,Sun Belt,-6.8,87.0
2023,Michigan State,Big Ten,-6.8,87.0
2023,Pittsburgh,ACC,-7.3,90.0
2023,Purdue,Big Ten,-7.3,90.0
2023,Indiana,Big Ten,-7.4,92.0
2023,Northern Illinois,Mountain West,-7.5,93.0
2023,Houston,Big 12,-7.8,94.0
2023,Bowling Green,Mid-American,-7.8,94.0
2023,Wake Forest,ACC,-7.9,96.0
2023,Baylor,Big 12,-8.3,97.0
2023,Colorado State,Pac-12,-8.9,98.0
2023,Marshall,Sun Belt,-9.0,99.0
2023,Florida Atlantic,American Athletic,-9.4,100.0
2023,Middle Tennessee,Conference USA,-9.5,101.0
2023,Old Dominion,Sun Belt,-10.1,102.0
2023,Rice,American Athletic,-10.2,103.0
2023,San Diego State,Pac-12,-10.3,104.0
2023,Virginia,ACC,-10.8,105.0
2023,Utah State,Pac-12,-10.9,106.0
2023,Arizona State,Big 12,-11.3,107.0
2023,Stanford,ACC,-11.9,108.0
2023,Eastern Michigan,Mid-American,-12.3,109.0
2023,Vanderbilt,SEC,-12.7,110.0
2023,East Carolina,American Athletic,-12.8,111.0
2023,Louisiana Tech,Conference USA,-12.9,112.0
2023,Tulsa,American Athletic,-13.7,113.0
2023,Navy,American Athletic,-13.7,113.0
2023,Sam Houston,Conference USA,-13.8,115.0
2023,Southern Miss,Sun Belt,-14.4,116.0
2023,UAB,American Athletic,-14.7,117.0
2023,Ball State,Mid-American,-14.9,118.0
2023,Buffalo,Mid-American,-15.2,119.0
2023,UConn,FBS Independents,-15.6,120.0
2023,Western Michigan,Mid-American,-15.9,121.0
2023,UTEP,Mountain West,-16.2,122.0
2023,Hawai'i,Mountain West,-16.4,123.0
2023,New Mexico,Mountain West,-16.5,124.0
2023,Massachusetts,Mid-American,-17.5,125.0
2023,Central Michigan,Mid-American,-19.1,126.0
2023,Temple,American Athletic,-21.0,127.0
2023,Florida International,Conference USA,-21.2,128.0
2023,Charlotte,American Athletic,-21.4,129.0
2023,Akron,Mid-American,-21.6,130.0
2023,UL Monroe,Sun Belt,-21.6,130.0
2023,Nevada,Mountain West,-22.0,132.0
2023,Kent State,Mid-American,-26.3,133.0
2023,nationalAverages,,-0.0969924812030075,
