firstName,lastName,hireDate,seasons
David,Cutcliffe,2007-12-05T00:00:00.000Z,"[{'school': 'Duke', 'year': 2019, 'games': 12, 'wins': 5, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -2.2, 'spOverall': -1.8, 'spOffense': 19.7, 'spDefense': 23}]"
Mark,Dantonio,2006-11-27T00:00:00.000Z,"[{'school': 'Michigan State', 'year': 2019, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': 18, 'postseasonRank': None, 'srs': 5.1, 'spOverall': 7.2, 'spOffense': 24.4, 'spDefense': 16.1}]"
Bob,Davie,2011-11-16T00:00:00.000Z,"[{'school': 'New Mexico', 'year': 2019, 'games': 12, 'wins': 2, 'losses': 10, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -17.6, 'spOverall': -17, 'spOffense': 20.6, 'spDefense': 39.2}]"
Butch,Davis,2016-11-15T00:00:00.000Z,"[{'school': 'Florida International', 'year': 2019, 'games': 13, 'wins': 6, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -11.5, 'spOverall': -7, 'spOffense': 22, 'spDefense': 29.4}]"
Ryan,Day,2018-12-04T00:00:00.000Z,"[{'school': 'Ohio State', 'year': 2019, 'games': 14, 'wins': 13, 'losses': 1, 'ties': 0, 'preseasonRank': 5, 'postseasonRank': 3, 'srs': 32.8, 'spOverall': 35.4, 'spOffense': 44.4, 'spDefense': 10.6}]"
Manny,Diaz,2018-12-30T00:00:00.000Z,"[{'school': 'Miami', 'year': 2019, 'games': 13, 'wins': 6, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 1.1, 'spOverall': 9.6, 'spOffense': 26, 'spDefense': 15.6}]"
Dana,Dimel,2017-12-06T00:00:00.000Z,"[{'school': 'UTEP', 'year': 2019, 'games': 12, 'wins': 1, 'losses': 11, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -28.1, 'spOverall': -25.6, 'spOffense': 18, 'spDefense': 43.5}]"
Dave,Doeren,2012-12-01T00:00:00.000Z,"[{'school': 'NC State', 'year': 2019, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -12, 'spOverall': -6.3, 'spOffense': 22, 'spDefense': 29.7}]"
Eli,Drinkwitz,2018-12-13T00:00:00.000Z,"[{'school': 'App State', 'year': 2019, 'games': 13, 'wins': 12, 'losses': 1, 'ties': 0, 'preseasonRank': None, 'postseasonRank': 19, 'srs': 11.5, 'spOverall': 11.3, 'spOffense': 34.3, 'spDefense': 23.2}]"
Sonny,Dykes,2017-12-11T00:00:00.000Z,"[{'school': 'SMU', 'year': 2019, 'games': 13, 'wins': 10, 'losses': 3, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 7.7, 'spOverall': 4.4, 'spOffense': 34.6, 'spDefense': 28.3}]"
Randy,Edsall,2016-12-28T00:00:00.000Z,"[{'school': 'UConn', 'year': 2019, 'games': 12, 'wins': 2, 'losses': 10, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -23.2, 'spOverall': -24.4, 'spOffense': 16.2, 'spDefense': 39.7}]"
Herm,Edwards,2017-12-03T00:00:00.000Z,"[{'school': 'Arizona State', 'year': 2019, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 5.7, 'spOverall': 6.3, 'spOffense': 28, 'spDefense': 23.7}]"
Shawn,Elliott,2016-12-08T00:00:00.000Z,"[{'school': 'Georgia State', 'year': 2019, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -10.3, 'spOverall': -10.5, 'spOffense': 29.4, 'spDefense': 38.4}]"
Kirk,Ferentz,1998-12-02T00:00:00.000Z,"[{'school': 'Iowa', 'year': 2019, 'games': 13, 'wins': 10, 'losses': 3, 'ties': 0, 'preseasonRank': 20, 'postseasonRank': 15, 'srs': 15.7, 'spOverall': 16.7, 'spOffense': 30, 'spDefense': 15.2}]"
Luke,Fickell,2016-12-10T00:00:00.000Z,"[{'school': 'Cincinnati', 'year': 2019, 'games': 14, 'wins': 11, 'losses': 3, 'ties': 0, 'preseasonRank': None, 'postseasonRank': 21, 'srs': 8.9, 'spOverall': 9.1, 'spOffense': 29.1, 'spDefense': 21.1}]"
Jimbo,Fisher,2017-12-01T00:00:00.000Z,"[{'school': 'Texas A&M', 'year': 2019, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': 12, 'postseasonRank': None, 'srs': 12.1, 'spOverall': 15, 'spOffense': 34, 'spDefense': 19.4}]"
Pat,Fitzgerald,2006-07-07T00:00:00.000Z,"[{'school': 'Northwestern', 'year': 2019, 'games': 12, 'wins': 3, 'losses': 9, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -3.2, 'spOverall': -5.5, 'spOffense': 16.5, 'spDefense': 20}]"
P.J.,Fleck,2017-01-06T00:00:00.000Z,"[{'school': 'Minnesota', 'year': 2019, 'games': 13, 'wins': 11, 'losses': 2, 'ties': 0, 'preseasonRank': None, 'postseasonRank': 10, 'srs': 15.2, 'spOverall': 19.4, 'spOffense': 39.8, 'spDefense': 19.6}]"
James,Franklin,2014-01-11T00:00:00.000Z,"[{'school': 'Penn State', 'year': 2019, 'games': 13, 'wins': 11, 'losses': 2, 'ties': 0, 'preseasonRank': 15, 'postseasonRank': 9, 'srs': 20, 'spOverall': 24.3, 'spOffense': 37.5, 'spDefense': 15.7}]"
Hugh,Freeze,2018-12-07T00:00:00.000Z,"[{'school': 'Liberty', 'year': 2019, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -6.7, 'spOverall': -2.6, 'spOffense': 29.3, 'spDefense': 32}]"
Willie,Fritz,2015-12-11T00:00:00.000Z,"[{'school': 'Tulane', 'year': 2019, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 4.7, 'spOverall': 7.5, 'spOffense': 33.1, 'spDefense': 25.9}]"
Scott,Frost,2017-12-02T00:00:00.000Z,"[{'school': 'Nebraska', 'year': 2019, 'games': 12, 'wins': 5, 'losses': 7, 'ties': 0, 'preseasonRank': 24, 'postseasonRank': None, 'srs': 3.2, 'spOverall': 2.6, 'spOffense': 32.2, 'spDefense': 27.4}]"
Justin,Fuente,2015-11-29T00:00:00.000Z,"[{'school': 'Virginia Tech', 'year': 2019, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 4.5, 'spOverall': 8, 'spOffense': 29.9, 'spDefense': 23.3}]"
Mike,Gundy,2005-01-03T00:00:00.000Z,"[{'school': 'Oklahoma State', 'year': 2019, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 10.8, 'spOverall': 8.7, 'spOffense': 35, 'spDefense': 26.2}]"
Odell,Haggins,2017-12-01T00:00:00.000Z,"[{'school': 'Florida State', 'year': 2019, 'games': 4, 'wins': 2, 'losses': 2, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 0.2, 'spOverall': 1.8, 'spOffense': 30.2, 'spDefense': 27.1}]"
Thomas,Hammock,2019-01-18T00:00:00.000Z,"[{'school': 'Northern Illinois', 'year': 2019, 'games': 12, 'wins': 5, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -14.5, 'spOverall': -13.9, 'spOffense': 20.7, 'spDefense': 34.2}]"
Jim,Harbaugh,2014-12-30T00:00:00.000Z,"[{'school': 'Michigan', 'year': 2019, 'games': 13, 'wins': 9, 'losses': 4, 'ties': 0, 'preseasonRank': 7, 'postseasonRank': 18, 'srs': 18.1, 'spOverall': 20.7, 'spOffense': 35.7, 'spDefense': 16}]"
Bryan,Harsin,2013-12-11T00:00:00.000Z,"[{'school': 'Boise State', 'year': 2019, 'games': 14, 'wins': 12, 'losses': 2, 'ties': 0, 'preseasonRank': None, 'postseasonRank': 23, 'srs': 8.9, 'spOverall': 8.1, 'spOffense': 32.9, 'spDefense': 25}]"
Will,Healy,2018-12-04T00:00:00.000Z,"[{'school': 'Charlotte', 'year': 2019, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -10.3, 'spOverall': -6.3, 'spOffense': 29.9, 'spDefense': 35.1}]"
Clay,Helton,2015-12-30T00:00:00.000Z,"[{'school': 'USC', 'year': 2019, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 9.5, 'spOverall': 13.1, 'spOffense': 39, 'spDefense': 26.7}]"
Tyson,Helton,2018-11-27T00:00:00.000Z,"[{'school': 'Western Kentucky', 'year': 2019, 'games': 13, 'wins': 9, 'losses': 4, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 0, 'spOverall': 1.7, 'spOffense': 23.6, 'spDefense': 21.1}]"
Tom,Herman,2016-11-27T00:00:00.000Z,"[{'school': 'Texas', 'year': 2019, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': 10, 'postseasonRank': 25, 'srs': 16, 'spOverall': 12, 'spOffense': 38.7, 'spDefense': 28.5}]"
Josh,Heupel,2017-12-05T00:00:00.000Z,"[{'school': 'UCF', 'year': 2019, 'games': 13, 'wins': 10, 'losses': 3, 'ties': 0, 'preseasonRank': 17, 'postseasonRank': 24, 'srs': 13.3, 'spOverall': 19.1, 'spOffense': 37.3, 'spDefense': 18.1}]"
Dana,Holgorsen,2019-01-01T00:00:00.000Z,"[{'school': 'Houston', 'year': 2019, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -0.1, 'spOverall': -4.3, 'spOffense': 29.6, 'spDefense': 35.4}]"
Doc,Holliday,2009-12-17T00:00:00.000Z,"[{'school': 'Marshall', 'year': 2019, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -4.7, 'spOverall': -1.9, 'spOffense': 23.8, 'spDefense': 26.6}]"
Skip,Holtz,2012-12-14T00:00:00.000Z,"[{'school': 'Louisiana Tech', 'year': 2019, 'games': 13, 'wins': 10, 'losses': 3, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -2.6, 'spOverall': 0.2, 'spOffense': 25.3, 'spDefense': 25}]"
Jay,Hopson,2016-01-30T00:00:00.000Z,"[{'school': 'Southern Miss', 'year': 2019, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -4.9, 'spOverall': -4.8, 'spOffense': 23.6, 'spDefense': 27.7}]"
Mike,Houston,2018-12-03T00:00:00.000Z,"[{'school': 'East Carolina', 'year': 2019, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -15.2, 'spOverall': -14, 'spOffense': 24, 'spDefense': 38.1}]"
Barry Lunney,Jr.,2019-11-11T00:00:00.000Z,"[{'school': 'Arkansas', 'year': 2019, 'games': 2, 'wins': 0, 'losses': 2, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -7.6, 'spOverall': -10.6, 'spOffense': 21.7, 'spDefense': 32.3}]"
Brian,Kelly,2009-12-11T00:00:00.000Z,"[{'school': 'Notre Dame', 'year': 2019, 'games': 13, 'wins': 11, 'losses': 2, 'ties': 0, 'preseasonRank': 9, 'postseasonRank': 12, 'srs': 18.8, 'spOverall': 17.7, 'spOffense': 35.8, 'spDefense': 18.5}]"
Chip,Kelly,2017-11-27T00:00:00.000Z,"[{'school': 'UCLA', 'year': 2019, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -1.5, 'spOverall': -3.9, 'spOffense': 28.4, 'spDefense': 32.5}]"
Lane,Kiffin,2016-12-12T00:00:00.000Z,"[{'school': 'Florida Atlantic', 'year': 2019, 'games': 14, 'wins': 11, 'losses': 3, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 8.1, 'spOverall': -0.6, 'spOffense': 28.6, 'spDefense': 29.5}]"
Chris,Klieman,2018-12-10T00:00:00.000Z,"[{'school': 'Kansas State', 'year': 2019, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 10.4, 'spOverall': 6, 'spOffense': 28.8, 'spDefense': 24.8}]"
Mike,Leach,2011-11-30T00:00:00.000Z,"[{'school': 'Washington State', 'year': 2019, 'games': 13, 'wins': 6, 'losses': 7, 'ties': 0, 'preseasonRank': 23, 'postseasonRank': None, 'srs': 6.7, 'spOverall': 11.1, 'spOffense': 41.7, 'spDefense': 33.1}]"
Lance,Leipold,2014-12-01T00:00:00.000Z,"[{'school': 'Buffalo', 'year': 2019, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -1, 'spOverall': -2, 'spOffense': 25, 'spDefense': 24.6}]"
Tim,Lester,2017-01-13T00:00:00.000Z,"[{'school': 'Western Michigan', 'year': 2019, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -4.5, 'spOverall': -4.9, 'spOffense': 29.6, 'spDefense': 32.5}]"
Sean,Lewis,2017-12-21T00:00:00.000Z,"[{'school': 'Kent State', 'year': 2019, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -7.2, 'spOverall': -10.2, 'spOffense': 25.9, 'spDefense': 37.9}]"
Chip,Lindsey,2019-01-11T00:00:00.000Z,"[{'school': 'Troy', 'year': 2019, 'games': 12, 'wins': 5, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -9.6, 'spOverall': -4.4, 'spOffense': 32.2, 'spDefense': 35.4}]"
Seth,Littrell,2015-12-05T00:00:00.000Z,"[{'school': 'North Texas', 'year': 2019, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -11.8, 'spOverall': -6.1, 'spOffense': 25, 'spDefense': 32.6}]"
Mike,Locksley,2018-12-04T00:00:00.000Z,"[{'school': 'Maryland', 'year': 2019, 'games': 12, 'wins': 3, 'losses': 9, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -5.6, 'spOverall': -6.3, 'spOffense': 26.3, 'spDefense': 30.3}]"
Scot,Loeffler,2018-11-28T00:00:00.000Z,"[{'school': 'Bowling Green', 'year': 2019, 'games': 12, 'wins': 3, 'losses': 9, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -28.5, 'spOverall': -27.5, 'spOffense': 14.9, 'spDefense': 39.5}]"
Rocky,Long,2011-01-12T00:00:00.000Z,"[{'school': 'San Diego State', 'year': 2019, 'games': 13, 'wins': 10, 'losses': 3, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 1.7, 'spOverall': 2, 'spOffense': 16.6, 'spDefense': 16.6}]"
Matt,Luke,2017-07-20T00:00:00.000Z,"[{'school': 'Ole Miss', 'year': 2019, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 6.5, 'spOverall': 2.9, 'spOffense': 28.6, 'spDefense': 23.8}]"
Chad,Lunsford,2017-11-27T00:00:00.000Z,"[{'school': 'Georgia Southern', 'year': 2019, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -1, 'spOverall': -4.5, 'spOffense': 22.2, 'spDefense': 27.4}]"
Gus,Malzahn,2012-12-04T00:00:00.000Z,"[{'school': 'Auburn', 'year': 2019, 'games': 13, 'wins': 9, 'losses': 4, 'ties': 0, 'preseasonRank': 16, 'postseasonRank': 14, 'srs': 22.1, 'spOverall': 21, 'spOffense': 33.9, 'spDefense': 14.9}]"
Chuck,Martin,2013-12-03T00:00:00.000Z,"[{'school': 'Miami (OH)', 'year': 2019, 'games': 14, 'wins': 8, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -7, 'spOverall': -9.2, 'spOffense': 19.8, 'spDefense': 30}]"
Doug,Martin,2013-02-01T00:00:00.000Z,"[{'school': 'New Mexico State', 'year': 2019, 'games': 12, 'wins': 2, 'losses': 10, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -20, 'spOverall': -22, 'spOffense': 19, 'spDefense': 40.3}]"
Derek,Mason,2014-01-17T00:00:00.000Z,"[{'school': 'Vanderbilt', 'year': 2019, 'games': 12, 'wins': 3, 'losses': 9, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -12.6, 'spOverall': -10.4, 'spOffense': 21.8, 'spDefense': 33.6}]"
Jim,McElwain,2018-12-03T00:00:00.000Z,"[{'school': 'Central Michigan', 'year': 2019, 'games': 14, 'wins': 8, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -6.3, 'spOverall': -4.4, 'spOffense': 26, 'spDefense': 29}]"
Bronco,Mendenhall,2015-12-04T00:00:00.000Z,"[{'school': 'Virginia', 'year': 2019, 'games': 14, 'wins': 9, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 6.3, 'spOverall': 6.3, 'spOffense': 30.4, 'spDefense': 25.2}]"
Les,Miles,2018-11-18T00:00:00.000Z,"[{'school': 'Kansas', 'year': 2019, 'games': 12, 'wins': 3, 'losses': 9, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -5.1, 'spOverall': -9.8, 'spOffense': 26.2, 'spDefense': 34.8}]"
Jeff,Monken,2013-12-24T00:00:00.000Z,"[{'school': 'Army', 'year': 2019, 'games': 13, 'wins': 5, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -5.8, 'spOverall': -2.1, 'spOffense': 28.6, 'spDefense': 30.4}]"
Philip,Montgomery,2014-12-11T00:00:00.000Z,"[{'school': 'Tulsa', 'year': 2019, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -0.1, 'spOverall': -2.5, 'spOffense': 24.6, 'spDefense': 25.2}]"
Joe,Moorhead,2017-11-28T00:00:00.000Z,"[{'school': 'Mississippi State', 'year': 2019, 'games': 13, 'wins': 6, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 5, 'spOverall': 3.5, 'spOffense': 33.1, 'spDefense': 28.7}]"
Chad,Morris,2017-12-06T00:00:00.000Z,"[{'school': 'Arkansas', 'year': 2019, 'games': 10, 'wins': 2, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -7.6, 'spOverall': -10.6, 'spOffense': 21.7, 'spDefense': 32.3}]"
Dan,Mullen,2017-11-26T00:00:00.000Z,"[{'school': 'Florida', 'year': 2019, 'games': 13, 'wins': 11, 'losses': 2, 'ties': 0, 'preseasonRank': 8, 'postseasonRank': 6, 'srs': 19.8, 'spOverall': 24, 'spOffense': 37.8, 'spDefense': 15.5}]"
Will,Muschamp,2015-12-06T00:00:00.000Z,"[{'school': 'South Carolina', 'year': 2019, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 2.1, 'spOverall': 4.8, 'spOffense': 23.4, 'spDefense': 20.8}]"
Billy,Napier,2017-12-15T00:00:00.000Z,"[{'school': 'Louisiana', 'year': 2019, 'games': 14, 'wins': 11, 'losses': 3, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 7.7, 'spOverall': 9.6, 'spOffense': 36.7, 'spDefense': 28.3}]"
Pat,Narduzzi,2014-12-16T00:00:00.000Z,"[{'school': 'Pittsburgh', 'year': 2019, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -0.5, 'spOverall': 4.1, 'spOffense': 20.4, 'spDefense': 16}]"
Mike,Neu,2016-01-17T00:00:00.000Z,"[{'school': 'Ball State', 'year': 2019, 'games': 12, 'wins': 5, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -4.9, 'spOverall': -4.5, 'spOffense': 29.5, 'spDefense': 32.6}]"
Ken,Niumatalolo,2007-12-08T00:00:00.000Z,"[{'school': 'Navy', 'year': 2019, 'games': 13, 'wins': 11, 'losses': 2, 'ties': 0, 'preseasonRank': None, 'postseasonRank': 20, 'srs': 12.9, 'spOverall': 9.9, 'spOffense': 36, 'spDefense': 25.5}]"
Jay,Norvell,2016-12-07T00:00:00.000Z,"[{'school': 'Nevada', 'year': 2019, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -12.6, 'spOverall': -12.3, 'spOffense': 19.4, 'spDefense': 31.9}]"
Mike,Norvell,2015-12-04T00:00:00.000Z,"[{'school': 'Memphis', 'year': 2019, 'games': 14, 'wins': 12, 'losses': 2, 'ties': 0, 'preseasonRank': None, 'postseasonRank': 17, 'srs': 14.4, 'spOverall': 18, 'spOffense': 39.5, 'spDefense': 23.4}]"
Barry,Odom,2015-12-03T00:00:00.000Z,"[{'school': 'Missouri', 'year': 2019, 'games': 12, 'wins': 6, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 4.4, 'spOverall': 7.8, 'spOffense': 24.5, 'spDefense': 17.1}]"
Ed,Orgeron,2016-11-26T00:00:00.000Z,"[{'school': 'LSU', 'year': 2019, 'games': 15, 'wins': 15, 'losses': 0, 'ties': 0, 'preseasonRank': 6, 'postseasonRank': 1, 'srs': 34.2, 'spOverall': 33.1, 'spOffense': 48.9, 'spDefense': 17.7}]"
Gary,Patterson,2000-12-08T00:00:00.000Z,"[{'school': 'TCU', 'year': 2019, 'games': 12, 'wins': 5, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 9.6, 'spOverall': 6.7, 'spOffense': 28.8, 'spDefense': 22.9}]"
Chris,Petersen,2013-12-06T00:00:00.000Z,"[{'school': 'Washington', 'year': 2019, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': 13, 'postseasonRank': None, 'srs': 15.6, 'spOverall': 18.3, 'spOffense': 35.3, 'spDefense': 19.5}]"
Jeremy,Pruitt,2017-12-07T00:00:00.000Z,"[{'school': 'Tennessee', 'year': 2019, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 3.5, 'spOverall': 10.8, 'spOffense': 27.8, 'spDefense': 17.4}]"
Matt,Rhule,2016-12-07T00:00:00.000Z,"[{'school': 'Baylor', 'year': 2019, 'games': 14, 'wins': 11, 'losses': 3, 'ties': 0, 'preseasonRank': None, 'postseasonRank': 13, 'srs': 14.7, 'spOverall': 17.8, 'spOffense': 34.7, 'spDefense': 17.3}]"
Lincoln,Riley,2017-06-07T00:00:00.000Z,"[{'school': 'Oklahoma', 'year': 2019, 'games': 14, 'wins': 12, 'losses': 2, 'ties': 0, 'preseasonRank': 4, 'postseasonRank': 7, 'srs': 20.1, 'spOverall': 22.9, 'spOffense': 46.1, 'spDefense': 24.9}]"
Nick,Rolovich,2015-11-27T00:00:00.000Z,"[{'school': ""Hawai'i"", 'year': 2019, 'games': 15, 'wins': 10, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -2.3, 'spOverall': -1.9, 'spOffense': 34.7, 'spDefense': 35.8}]"
Nick,Saban,2007-01-03T00:00:00.000Z,"[{'school': 'Alabama', 'year': 2019, 'games': 13, 'wins': 11, 'losses': 2, 'ties': 0, 'preseasonRank': 2, 'postseasonRank': 8, 'srs': 28.8, 'spOverall': 32.4, 'spOffense': 47.7, 'spDefense': 14.6}]"
Tony,Sanchez,2014-12-16T00:00:00.000Z,"[{'school': 'UNLV', 'year': 2019, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -16.5, 'spOverall': -17.4, 'spOffense': 19.3, 'spDefense': 36.1}]"
Scott,Satterfield,2018-12-04T00:00:00.000Z,"[{'school': 'Louisville', 'year': 2019, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 0.1, 'spOverall': 0.2, 'spOffense': 34.6, 'spDefense': 33.6}]"
David,Shaw,2011-12-13T00:00:00.000Z,"[{'school': 'Stanford', 'year': 2019, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': 25, 'postseasonRank': None, 'srs': -1.9, 'spOverall': -4.7, 'spOffense': 27.2, 'spDefense': 32.2}]"
Kalani,Sitake,2015-12-19T00:00:00.000Z,"[{'school': 'BYU', 'year': 2019, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -1, 'spOverall': 1.3, 'spOffense': 28.6, 'spDefense': 26.2}]"
Kirby,Smart,2015-12-06T00:00:00.000Z,"[{'school': 'Georgia', 'year': 2019, 'games': 14, 'wins': 12, 'losses': 2, 'ties': 0, 'preseasonRank': 3, 'postseasonRank': 4, 'srs': 21.7, 'spOverall': 26.8, 'spOffense': 34.2, 'spDefense': 10}]"
Jonathan,Smith,2017-11-29T00:00:00.000Z,"[{'school': 'Oregon State', 'year': 2019, 'games': 12, 'wins': 5, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 3, 'spOverall': -0.7, 'spOffense': 33.8, 'spDefense': 32.8}]"
Lovie,Smith,2016-03-07T00:00:00.000Z,"[{'school': 'Illinois', 'year': 2019, 'games': 13, 'wins': 6, 'losses': 7, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -0.4, 'spOverall': 0.6, 'spOffense': 24.4, 'spDefense': 25.8}]"
Frank,Solich,2004-12-16T00:00:00.000Z,"[{'school': 'Ohio', 'year': 2019, 'games': 13, 'wins': 7, 'losses': 6, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -4.7, 'spOverall': 3.7, 'spOffense': 35.9, 'spDefense': 33.5}]"
Jake,Spavital,2018-11-28T00:00:00.000Z,"[{'school': 'Texas State', 'year': 2019, 'games': 12, 'wins': 3, 'losses': 9, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -18.8, 'spOverall': -16.2, 'spOffense': 17.6, 'spDefense': 33}]"
Rick,Stockstill,2005-12-12T00:00:00.000Z,"[{'school': 'Middle Tennessee', 'year': 2019, 'games': 12, 'wins': 4, 'losses': 8, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': -7.6, 'spOverall': -11.3, 'spOffense': 27.2, 'spDefense': 37.4}]"
Mark,Stoops,2012-11-27T00:00:00.000Z,"[{'school': 'Kentucky', 'year': 2019, 'games': 13, 'wins': 8, 'losses': 5, 'ties': 0, 'preseasonRank': None, 'postseasonRank': None, 'srs': 5.6, 'spOverall': 9.1, 'spOffense': 30.1, 'spDefense': 22.2}]"
