first_name,last_name,school,year,wins,losses,sp_overall,sp_offense,sp_defense,coach_name
Barry,Alvarez,Wisconsin,2005,10,3,11.1,35.3,24.2,Barry Alvarez
Chuck,Amato,NC State,2005,7,5,9.4,22.1,12.7,Chuck Amato
Tom,Amstutz,Toledo,2005,9,3,7.6,32.7,25.1,Tom Amstutz
Chris,Ault,Nevada,2005,9,3,-6.5,28.4,34.9,Chris Ault
Gary,Barnett,Colorado,2005,7,5,11.7,27.8,16.1,Gary Barnett
Frank,Beamer,Virginia Tech,2005,11,2,25.5,35.6,10.1,Frank Beamer
Mike,Bellotti,Oregon,2005,10,2,18.1,35.0,16.9,Mike Bellotti
Phil,Bennett,SMU,2005,5,6,-13.0,16.0,29.0,Phil Bennett
Jack,Bicknell,Louisiana Tech,2005,7,4,-6.0,23.4,29.4,Jack Bicknell
Larry,Blakeney,Troy,2005,4,7,-17.2,8.7,26.0,Larry Blakeney
Bobby,Bowden,Florida State,2005,8,5,5.4,23.7,18.2,Bobby Bowden
Tommy,Bowden,Clemson,2005,8,4,12.9,31.1,18.2,Tommy Bowden
Jeff,Bower,Southern Miss,2005,7,5,1.1,27.9,26.8,Jeff Bower
Gregg,Brandon,Bowling Green,2005,6,5,-0.9,28.8,29.8,Gregg Brandon
Art,Briles,Houston,2005,6,6,-1.0,28.6,29.6,Art Briles
J.D.,Brookhart,Akron,2005,7,6,-5.8,19.9,25.7,J.D. Brookhart
Rich,Brooks,Kentucky,2005,3,8,-12.5,21.4,33.9,Rich Brooks
Mack,Brown,Texas,2005,13,0,35.3,47.6,12.2,Mack Brown
Watson,Brown,UAB,2005,5,6,2.3,33.3,31.0,Watson Brown
John,Bunting,North Carolina,2005,5,6,-3.5,19.9,23.4,John Bunting
Rickey,Bustle,Louisiana,2005,6,5,-17.7,20.8,38.5,Rickey Bustle
Bill,Callahan,Nebraska,2005,8,4,10.3,24.2,13.8,Bill Callahan
Lloyd,Carr,Michigan,2005,7,5,18.1,33.9,15.8,Lloyd Carr
Pete,Carroll,USC,2005,12,1,34.7,51.6,16.9,Pete Carroll
Larry,Coker,Miami,2005,9,3,26.0,33.0,7.0,Larry Coker
Tom,Craft,San Diego State,2005,5,7,-2.4,26.7,29.1,Tom Craft
Sylvester,Croom,Mississippi State,2005,3,8,-7.0,16.7,23.7,Sylvester Croom
Bill,Cubit,Western Michigan,2005,7,4,-13.9,22.9,36.9,Bill Cubit
Mark,Dantonio,Cincinnati,2005,4,7,-9.9,18.4,28.2,Mark Dantonio
Fisher,DeBerry,Air Force,2005,4,7,-3.4,32.1,35.5,Fisher DeBerry
Darrell,Dickey,North Texas,2005,2,9,-29.2,9.6,38.9,Darrell Dickey
Bill,Doba,Washington State,2005,4,7,13.0,39.6,26.6,Bill Doba
Karl,Dorrell,UCLA,2005,10,2,8.7,39.2,30.5,Karl Dorrell
Randy,Edsall,UConn,2005,5,6,1.4,18.8,17.4,Randy Edsall
Kirk,Ferentz,Iowa,2005,7,5,20.9,38.5,17.6,Kirk Ferentz
Dennis,Franchione,Texas A&M,2005,5,6,7.3,36.9,29.6,Dennis Franchione
Ralph,Friedgen,Maryland,2005,5,6,9.0,30.3,21.4,Ralph Friedgen
Phillip,Fulmer,Tennessee,2005,5,6,12.3,23.7,11.4,Phillip Fulmer
Chan,Gailey,Georgia Tech,2005,7,5,6.9,22.7,15.8,Chan Gailey
Jeff,Genyk,Eastern Michigan,2005,4,7,-18.5,19.0,37.5,Jeff Genyk
Joe,Glenn,Wyoming,2005,4,7,-4.0,23.3,27.3,Joe Glenn
Jim,Grobe,Wake Forest,2005,4,7,-3.9,23.3,27.1,Jim Grobe
Al,Groh,Virginia,2005,7,5,5.6,29.2,23.6,Al Groh
Mike,Gundy,Oklahoma State,2005,4,7,1.1,25.4,24.3,Mike Gundy
Brent,Guy,Utah State,2005,3,8,-23.9,12.5,36.5,Brent Guy
Walt,Harris,Stanford,2005,5,6,0.6,26.4,25.7,Walt Harris
Ken,Hatfield,Rice,2005,1,10,-21.6,20.0,41.7,Ken Hatfield
Dan,Hawkins,Boise State,2005,9,4,4.5,29.5,24.9,Dan Hawkins
Pat,Hill,Fresno State,2005,8,5,10.6,36.4,25.8,Pat Hill
Terry,Hoeppner,Indiana,2005,4,7,-4.7,26.2,30.9,Terry Hoeppner
Jim,Hofher,Buffalo,2005,1,10,-28.6,7.2,35.8,Jim Hofher
Brady,Hoke,Ball State,2005,4,7,-18.5,16.3,34.8,Brady Hoke
Nick,Holt,Idaho,2005,2,9,,,,Nick Holt
Skip,Holtz,East Carolina,2005,5,6,-4.6,27.3,31.9,Skip Holtz
Bobby,Johnson,Vanderbilt,2005,5,6,-3.8,28.6,32.4,Bobby Johnson
Paul,Johnson,Navy,2005,8,4,-2.1,32.4,34.5,Paul Johnson
June,Jones,Hawai'i,2005,5,7,-2.9,34.2,37.1,June Jones
Brian,Kelly,Central Michigan,2005,6,5,-8.1,22.1,30.1,Brian Kelly
Dirk,Koetter,Arizona State,2005,7,5,12.5,42.4,29.9,Dirk Koetter
Steve,Kragthorpe,Tulsa,2005,9,4,1.5,27.8,26.4,Steve Kragthorpe
Mike,Leach,Texas Tech,2005,9,3,25.4,40.8,15.4,Mike Leach
Jim,Leavitt,South Florida,2005,6,6,2.3,22.4,20.1,Jim Leavitt
Rocky,Long,New Mexico,2005,6,5,0.2,28.0,27.8,Rocky Long
Sonny,Lubick,Colorado State,2005,6,6,-2.9,31.4,34.3,Sonny Lubick
Mark,Mangino,Kansas,2005,7,5,8.5,22.5,14.0,Mark Mangino
Doug,Martin,Kent State,2005,1,10,-19.0,11.4,30.3,Doug Martin
Glen,Mason,Minnesota,2005,7,5,15.9,40.7,24.7,Glen Mason
Dan,McCarney,Iowa State,2005,7,5,13.0,27.7,14.7,Dan McCarney
Andy,McCollum,Middle Tennessee,2005,4,7,-15.3,14.6,29.9,Andy McCollum
Bronco,Mendenhall,BYU,2005,6,6,2.8,35.3,32.5,Bronco Mendenhall
Urban,Meyer,Florida,2005,9,3,6.7,26.3,19.6,Urban Meyer
Les,Miles,LSU,2005,11,2,20.3,32.0,11.7,Les Miles
Shane,Montgomery,Miami (OH),2005,7,4,0.3,27.6,27.3,Shane Montgomery
Guy,Morriss,Baylor,2005,5,6,1.2,20.2,19.0,Guy Morriss
Hal,Mumme,New Mexico State,2005,0,12,-29.2,12.8,42.0,Hal Mumme
Joe,Novak,Northern Illinois,2005,7,5,5.9,34.4,28.5,Joe Novak
Houston,Nutt,Arkansas,2005,4,7,10.6,29.0,18.4,Houston Nutt
Tom,O'Brien,Boston College,2005,9,3,19.2,30.4,11.2,Tom O'Brien
George,O'Leary,UCF,2005,8,5,-11.7,25.8,37.5,George O'Leary
Ed,Orgeron,Ole Miss,2005,3,8,-4.2,15.7,20.0,Ed Orgeron
Joe,Paterno,Penn State,2005,11,1,29.3,38.2,9.0,Joe Paterno
Gary,Patterson,TCU,2005,11,1,10.5,28.3,17.7,Gary Patterson
Bobby,Petrino,Louisville,2005,9,3,20.3,41.5,21.2,Bobby Petrino
Gary,Pinkel,Missouri,2005,7,5,5.7,28.9,23.2,Gary Pinkel
Mike,Price,UTEP,2005,8,4,2.4,31.1,28.7,Mike Price
Mark,Richt,Georgia,2005,10,3,22.3,36.1,13.8,Mark Richt
Mike,Riley,Oregon State,2005,5,6,1.5,26.6,25.2,Mike Riley
Steve,Roberts,Arkansas State,2005,6,6,-15.6,18.5,34.1,Steve Roberts
Greg,Robinson,Syracuse,2005,1,10,-10.7,12.6,23.4,Greg Robinson
Rich,Rodriguez,West Virginia,2005,11,1,15.8,33.3,17.6,Rich Rodriguez
Ted,Roof,Duke,2005,1,10,-20.2,14.7,35.0,Ted Roof
Bobby,Ross,Army,2005,4,7,-16.3,14.7,31.0,Bobby Ross
Mike,Sanford Sr.,UNLV,2005,2,9,-15.3,19.8,35.1,Mike Sanford Sr.
Chris,Scelfo,Tulane,2005,2,9,-17.1,14.8,31.9,Chris Scelfo
Greg,Schiano,Rutgers,2005,7,5,4.0,29.5,25.5,Greg Schiano
Howard,Schnellenberger,Florida Atlantic,2005,2,9,-24.9,9.8,34.6,Howard Schnellenberger
Mike,Shula,Alabama,2005,10,2,19.8,28.1,8.3,Mike Shula
John,Smith,Michigan State,2005,5,6,12.9,40.1,27.2,John Smith
Bill,Snyder,Kansas State,2005,5,6,6.1,25.9,19.8,Bill Snyder
Mark,Snyder,Marshall,2005,4,7,-9.4,18.6,27.9,Mark Snyder
Frank,Solich,Ohio,2005,4,7,-20.8,15.1,35.8,Frank Solich
Steve,Spurrier,South Carolina,2005,7,5,6.3,26.3,20.0,Steve Spurrier
Bob,Stoops,Oklahoma,2005,8,4,19.0,30.9,11.9,Bob Stoops
Mike,Stoops,Arizona,2005,3,8,1.5,26.9,25.4,Mike Stoops
Don,Strock,Florida International,2005,5,6,-23.5,15.3,38.7,Don Strock
Jeff,Tedford,California,2005,8,4,18.4,35.8,17.5,Jeff Tedford
Joe,Tiller,Purdue,2005,5,6,11.8,37.1,25.3,Joe Tiller
Dick,Tomey,San José State,2005,3,8,-14.7,18.6,33.3,Dick Tomey
Jim,Tressel,Ohio State,2005,10,2,31.2,42.1,10.9,Jim Tressel
Tommy,Tuberville,Auburn,2005,9,3,20.7,35.4,14.7,Tommy Tuberville
Randy,Walker,Northwestern,2005,7,5,8.0,38.8,30.9,Randy Walker
Bobby,Wallace,Temple,2005,0,11,-29.1,12.1,41.2,Bobby Wallace
Dave,Wannstedt,Pittsburgh,2005,5,6,6.8,23.9,17.1,Dave Wannstedt
Charlie,Weatherbie,UL Monroe,2005,5,6,-22.6,17.3,40.0,Charlie Weatherbie
Charlie,Weis,Notre Dame,2005,9,3,21.8,41.3,19.5,Charlie Weis
Tommy,West,Memphis,2005,7,5,-3.4,27.5,31.0,Tommy West
Kyle,Whittingham,Utah,2005,7,5,7.2,33.6,26.4,Kyle Whittingham
Tyrone,Willingham,Washington,2005,2,9,1.9,29.3,27.5,Tyrone Willingham
Ron,Zook,Illinois,2005,2,9,-8.8,25.6,34.3,Ron Zook
Chuck,Amato,NC State,2006,3,9,0.2,18.7,19.1,Chuck Amato
Tom,Amstutz,Toledo,2006,5,7,-9.6,16.2,26.2,Tom Amstutz
Chris,Ault,Nevada,2006,8,5,0.9,25.4,23.8,Chris Ault
Frank,Beamer,Virginia Tech,2006,10,3,21.0,23.6,4.6,Frank Beamer
Mike,Bellotti,Oregon,2006,7,6,11.2,33.3,21.5,Mike Bellotti
Phil,Bennett,SMU,2006,6,6,-7.7,20.9,30.3,Phil Bennett
Jack,Bicknell,Louisiana Tech,2006,3,10,-22.2,18.9,39.7,Jack Bicknell
Bret,Bielema,Wisconsin,2006,12,1,19.1,28.9,11.2,Bret Bielema
Larry,Blakeney,Troy,2006,8,5,-11.5,16.0,27.7,Larry Blakeney
Bobby,Bowden,Florida State,2006,7,6,11.9,25.5,13.9,Bobby Bowden
Tommy,Bowden,Clemson,2006,8,5,16.7,31.5,13.7,Tommy Bowden
Jeff,Bower,Southern Miss,2006,9,5,-0.3,23.3,23.1,Jeff Bower
Gregg,Brandon,Bowling Green,2006,4,8,-14.1,17.2,28.7,Gregg Brandon
Art,Briles,Houston,2006,10,4,7.6,33.9,25.2,Art Briles
J.D.,Brookhart,Akron,2006,5,7,-6.1,18.0,22.3,J.D. Brookhart
Rich,Brooks,Kentucky,2006,8,5,1.7,33.3,30.8,Rich Brooks
Mack,Brown,Texas,2006,10,3,21.9,37.4,16.4,Mack Brown
Watson,Brown,UAB,2006,3,9,-11.3,19.9,31.9,Watson Brown
John,Bunting,North Carolina,2006,3,9,-6.2,19.8,27.3,John Bunting
Rickey,Bustle,Louisiana,2006,6,6,-19.3,11.4,30.3,Rickey Bustle
Bill,Callahan,Nebraska,2006,9,5,14.7,31.5,17.7,Bill Callahan
Lloyd,Carr,Michigan,2006,11,2,22.6,32.3,9.9,Lloyd Carr
Pete,Carroll,USC,2006,11,2,30.3,37.8,9.3,Pete Carroll
Larry,Coker,Miami,2006,7,6,13.9,23.6,9.3,Larry Coker
Sylvester,Croom,Mississippi State,2006,3,9,-6.7,16.5,21.7,Sylvester Croom
Bill,Cubit,Western Michigan,2006,8,5,-7.1,14.8,21.4,Bill Cubit
Mark,Dantonio,Cincinnati,2006,7,5,7.9,23.6,16.7,Mark Dantonio
Fisher,DeBerry,Air Force,2006,4,8,-8.8,24.0,31.7,Fisher DeBerry
Darrell,Dickey,North Texas,2006,3,9,-24.5,6.9,31.5,Darrell Dickey
Bill,Doba,Washington State,2006,6,6,7.4,28.5,19.2,Bill Doba
Karl,Dorrell,UCLA,2006,7,6,8.8,23.4,15.9,Karl Dorrell
Randy,Edsall,UConn,2006,4,8,-2.9,20.8,22.2,Randy Edsall
Dennis,Erickson,Idaho,2006,4,8,-23.7,14.6,37.2,Dennis Erickson
Kirk,Ferentz,Iowa,2006,6,7,13.4,32.0,18.4,Kirk Ferentz
Pat,Fitzgerald,Northwestern,2006,4,8,-4.9,21.3,25.0,Pat Fitzgerald
Dennis,Franchione,Texas A&M,2006,9,4,10.1,33.6,23.6,Dennis Franchione
Ralph,Friedgen,Maryland,2006,9,4,4.6,25.2,22.1,Ralph Friedgen
Phillip,Fulmer,Tennessee,2006,9,4,18.9,35.9,18.3,Phillip Fulmer
Chan,Gailey,Georgia Tech,2006,9,5,13.5,26.2,13.2,Chan Gailey
Jeff,Genyk,Eastern Michigan,2006,1,11,-22.0,10.6,33.5,Jeff Genyk
Turner,Gill,Buffalo,2006,2,10,-30.3,10.0,39.0,Turner Gill
Joe,Glenn,Wyoming,2006,6,6,0.3,18.6,17.7,Joe Glenn
Al,Golden,Temple,2006,1,11,-33.3,7.7,38.7,Al Golden
Todd,Graham,Rice,2006,7,6,-10.5,25.1,34.4,Todd Graham
Jim,Grobe,Wake Forest,2006,11,3,6.5,23.6,18.4,Jim Grobe
Al,Groh,Virginia,2006,5,7,4.6,17.0,12.3,Al Groh
Mike,Gundy,Oklahoma State,2006,7,6,13.7,35.6,23.9,Mike Gundy
Brent,Guy,Utah State,2006,1,11,-32.1,10.6,39.7,Brent Guy
Walt,Harris,Stanford,2006,1,11,-14.1,14.8,27.6,Walt Harris
Dan,Hawkins,Colorado,2006,2,10,1.8,20.1,18.9,Dan Hawkins
Pat,Hill,Fresno State,2006,4,8,-8.1,21.6,29.4,Pat Hill
Terry,Hoeppner,Indiana,2006,5,7,-9.9,21.6,31.2,Terry Hoeppner
Brady,Hoke,Ball State,2006,5,7,-7.5,22.6,32.0,Brady Hoke
Skip,Holtz,East Carolina,2006,7,6,-0.9,23.6,24.3,Skip Holtz
Bobby,Johnson,Vanderbilt,2006,4,8,1.9,25.6,22.5,Bobby Johnson
Paul,Johnson,Navy,2006,9,4,-1.9,27.0,28.3,Paul Johnson
June,Jones,Hawai'i,2006,11,3,13.1,42.6,30.0,June Jones
Brian,Kelly,Cincinnati,2006,1,0,7.9,23.6,16.7,Brian Kelly
Brian,Kelly,Central Michigan,2006,9,4,-6.1,23.5,28.8,Brian Kelly
Dirk,Koetter,Arizona State,2006,7,6,13.3,31.7,19.7,Dirk Koetter
Steve,Kragthorpe,Tulsa,2006,8,5,2.1,27.0,25.0,Steve Kragthorpe
Mike,Leach,Texas Tech,2006,8,5,17.9,37.2,19.9,Mike Leach
Jim,Leavitt,South Florida,2006,9,4,10.7,25.4,12.8,Jim Leavitt
Chuck,Long,San Diego State,2006,3,9,-13.2,14.1,25.6,Chuck Long
Rocky,Long,New Mexico,2006,6,7,-0.5,19.8,21.5,Rocky Long
Sonny,Lubick,Colorado State,2006,4,8,-5.4,18.9,23.2,Sonny Lubick
Mark,Mangino,Kansas,2006,6,6,6.9,27.4,21.6,Mark Mangino
Doug,Martin,Kent State,2006,6,6,-6.2,18.2,22.2,Doug Martin
Glen,Mason,Minnesota,2006,6,7,3.8,31.9,27.5,Glen Mason
Dan,McCarney,Iowa State,2006,4,8,-6.7,24.7,31.5,Dan McCarney
Bronco,Mendenhall,BYU,2006,11,2,21.9,37.5,16.6,Bronco Mendenhall
Urban,Meyer,Florida,2006,13,1,26.5,36.0,8.4,Urban Meyer
Les,Miles,LSU,2006,11,2,31.6,39.2,6.8,Les Miles
Shane,Montgomery,Miami (OH),2006,2,10,-13.0,16.1,27.5,Shane Montgomery
Guy,Morriss,Baylor,2006,4,8,-3.6,22.6,27.8,Guy Morriss
Hal,Mumme,New Mexico State,2006,4,8,-10.2,26.6,35.7,Hal Mumme
Joe,Novak,Northern Illinois,2006,7,6,-2.5,22.6,25.2,Joe Novak
Houston,Nutt,Arkansas,2006,10,4,20.6,34.4,13.1,Houston Nutt
Tom,O'Brien,Boston College,2006,9,3,14.8,29.5,14.6,Tom O'Brien
George,O'Leary,UCF,2006,4,8,-10.3,21.8,32.1,George O'Leary
Ed,Orgeron,Ole Miss,2006,4,8,-3.2,20.1,23.7,Ed Orgeron
Joe,Paterno,Penn State,2006,9,4,12.7,24.9,12.0,Joe Paterno
Gary,Patterson,TCU,2006,11,2,17.3,29.2,12.7,Gary Patterson
Chris,Petersen,Boise State,2006,13,0,18.7,35.9,18.6,Chris Petersen
Bobby,Petrino,Louisville,2006,12,1,27.3,41.3,14.4,Bobby Petrino
Gary,Pinkel,Missouri,2006,8,5,14.4,32.1,18.2,Gary Pinkel
Mike,Price,UTEP,2006,5,7,-6.2,25.9,32.0,Mike Price
Ron,Prince,Kansas State,2006,7,6,5.8,23.9,19.7,Ron Prince
Mark,Richt,Georgia,2006,9,4,17.8,28.7,11.3,Mark Richt
Mike,Riley,Oregon State,2006,10,4,11.3,31.0,21.0,Mike Riley
Steve,Roberts,Arkansas State,2006,6,6,-21.8,11.0,31.0,Steve Roberts
Greg,Robinson,Syracuse,2006,4,8,-3.6,20.2,25.7,Greg Robinson
Rich,Rodriguez,West Virginia,2006,11,2,25.4,41.2,17.3,Rich Rodriguez
Ted,Roof,Duke,2006,0,12,-19.5,13.8,31.6,Ted Roof
Bobby,Ross,Army,2006,3,9,-24.3,8.4,33.5,Bobby Ross
Mike,Sanford Sr.,UNLV,2006,2,10,-14.5,17.1,30.1,Mike Sanford Sr.
Chris,Scelfo,Tulane,2006,4,8,-15.0,18.9,32.6,Chris Scelfo
Greg,Schiano,Rutgers,2006,11,2,14.8,27.9,14.1,Greg Schiano
Howard,Schnellenberger,Florida Atlantic,2006,5,7,-19.6,9.8,28.2,Howard Schnellenberger
Mike,Shula,Alabama,2006,6,7,11.4,28.7,16.5,Mike Shula
John,Smith,Michigan State,2006,4,8,-1.3,25.0,26.7,John Smith
Mark,Snyder,Marshall,2006,5,7,-7.9,26.7,34.2,Mark Snyder
Frank,Solich,Ohio,2006,9,5,-9.5,12.6,23.2,Frank Solich
Steve,Spurrier,South Carolina,2006,8,5,19.1,38.0,20.2,Steve Spurrier
Rick,Stockstill,Middle Tennessee,2006,7,6,-13.5,14.8,28.1,Rick Stockstill
Bob,Stoops,Oklahoma,2006,11,3,23.5,34.3,12.5,Bob Stoops
Mike,Stoops,Arizona,2006,6,6,-1.0,15.4,17.8,Mike Stoops
Don,Strock,Florida International,2006,0,12,-29.7,-0.5,26.5,Don Strock
Jeff,Tedford,California,2006,10,3,17.6,35.7,19.9,Jeff Tedford
Joe,Tiller,Purdue,2006,8,6,4.4,33.2,28.2,Joe Tiller
Dick,Tomey,San José State,2006,9,4,-1.8,24.0,26.1,Dick Tomey
Jim,Tressel,Ohio State,2006,12,1,27.0,37.2,12.1,Jim Tressel
Tommy,Tuberville,Auburn,2006,11,2,19.4,32.4,15.1,Tommy Tuberville
Dave,Wannstedt,Pittsburgh,2006,6,6,14.4,31.9,18.8,Dave Wannstedt
Charlie,Weatherbie,UL Monroe,2006,4,8,-15.0,17.4,32.5,Charlie Weatherbie
Charlie,Weis,Notre Dame,2006,10,3,11.5,34.2,22.1,Charlie Weis
Tommy,West,Memphis,2006,2,10,-13.2,23.1,35.4,Tommy West
Kyle,Whittingham,Utah,2006,8,5,12.0,29.8,19.5,Kyle Whittingham
Tyrone,Willingham,Washington,2006,5,7,0.3,23.3,24.1,Tyrone Willingham
Ron,Zook,Illinois,2006,2,10,-2.8,20.1,22.3,Ron Zook
Tom,Amstutz,Toledo,2007,5,7,-12.8,28.8,42.9,Tom Amstutz
Chris,Ault,Nevada,2007,6,7,-4.2,31.5,35.3,Chris Ault
David,Bailiff,Rice,2007,3,9,-14.4,28.3,41.4,David Bailiff
Frank,Beamer,Virginia Tech,2007,11,3,19.3,27.5,10.4,Frank Beamer
Mike,Bellotti,Oregon,2007,9,4,23.1,41.2,19.7,Mike Bellotti
Phil,Bennett,SMU,2007,1,11,-13.4,28.9,43.2,Phil Bennett
Bret,Bielema,Wisconsin,2007,9,4,10.4,35.9,26.1,Bret Bielema
Larry,Blakeney,Troy,2007,8,4,-2.4,26.2,29.9,Larry Blakeney
Bobby,Bowden,Florida State,2007,7,6,9.6,25.9,17.5,Bobby Bowden
Tommy,Bowden,Clemson,2007,9,4,16.2,31.6,15.2,Tommy Bowden
Jeff,Bower,Southern Miss,2007,7,6,-0.5,26.9,28.1,Jeff Bower
Gregg,Brandon,Bowling Green,2007,8,5,-3.8,31.2,35.7,Gregg Brandon
Tim,Brewster,Minnesota,2007,1,11,-7.6,30.6,38.8,Tim Brewster
Art,Briles,Houston,2007,8,4,-4.7,30.9,34.2,Art Briles
Stan,Brock,Army,2007,3,9,-28.4,7.3,35.3,Stan Brock
J.D.,Brookhart,Akron,2007,4,8,-17.6,16.3,34.1,J.D. Brookhart
Rich,Brooks,Kentucky,2007,8,5,13.4,38.8,24.9,Rich Brooks
Mack,Brown,Texas,2007,10,3,25.8,43.4,18.9,Mack Brown
Rickey,Bustle,Louisiana,2007,3,9,-22.3,21.0,42.4,Rickey Bustle
Troy,Calhoun,Air Force,2007,9,4,5.7,30.3,25.4,Troy Calhoun
Bill,Callahan,Nebraska,2007,5,7,10.0,39.1,31.2,Bill Callahan
Neil,Callaway,UAB,2007,2,10,-21.7,17.8,41.2,Neil Callaway
Lloyd,Carr,Michigan,2007,9,4,13.3,32.5,18.1,Lloyd Carr
Pete,Carroll,USC,2007,11,2,32.0,39.0,7.7,Pete Carroll
Gene,Chizik,Iowa State,2007,3,9,-9.1,20.6,28.0,Gene Chizik
Mario,Cristobal,Florida International,2007,1,11,-32.9,9.6,40.9,Mario Cristobal
Sylvester,Croom,Mississippi State,2007,8,5,2.0,20.2,17.8,Sylvester Croom
Bill,Cubit,Western Michigan,2007,5,7,-12.1,22.4,34.1,Bill Cubit
Mark,Dantonio,Michigan State,2007,7,6,10.0,32.1,22.5,Mark Dantonio
Butch,Davis,North Carolina,2007,4,8,1.9,23.6,23.3,Butch Davis
Bill,Doba,Washington State,2007,5,7,3.2,31.7,27.8,Bill Doba
Todd,Dodge,North Texas,2007,2,10,-22.8,20.3,40.3,Todd Dodge
Derek,Dooley,Louisiana Tech,2007,5,7,-14.8,18.4,32.4,Derek Dooley
Karl,Dorrell,UCLA,2007,6,6,11.2,23.1,13.4,Karl Dorrell
Randy,Edsall,UConn,2007,9,4,8.5,26.9,18.3,Randy Edsall
David,Elson,Western Kentucky,2007,7,5,-22.5,15.6,36.3,David Elson
Dennis,Erickson,Arizona State,2007,10,3,12.6,30.3,18.6,Dennis Erickson
Kirk,Ferentz,Iowa,2007,6,6,6.5,23.6,16.5,Kirk Ferentz
Pat,Fitzgerald,Northwestern,2007,6,6,-2.4,30.1,31.7,Pat Fitzgerald
Dennis,Franchione,Texas A&M,2007,7,6,7.6,35.4,28.1,Dennis Franchione
Ralph,Friedgen,Maryland,2007,6,7,5.9,28.5,22.8,Ralph Friedgen
Phillip,Fulmer,Tennessee,2007,10,4,20.2,38.4,19.3,Phillip Fulmer
Chan,Gailey,Georgia Tech,2007,7,5,8.7,28.1,21.3,Chan Gailey
Jeff,Genyk,Eastern Michigan,2007,4,8,-24.8,18.0,41.5,Jeff Genyk
Turner,Gill,Buffalo,2007,5,7,-20.1,17.7,37.5,Turner Gill
Joe,Glenn,Wyoming,2007,5,7,-5.0,15.9,21.0,Joe Glenn
Al,Golden,Temple,2007,4,8,-19.0,14.9,31.7,Al Golden
Todd,Graham,Tulsa,2007,10,4,-0.4,37.9,36.4,Todd Graham
Jim,Grobe,Wake Forest,2007,9,4,6.4,23.9,19.0,Jim Grobe
Al,Groh,Virginia,2007,9,4,7.5,23.3,16.9,Al Groh
Mike,Gundy,Oklahoma State,2007,7,6,13.1,43.2,28.9,Mike Gundy
Brent,Guy,Utah State,2007,2,10,-27.6,13.3,40.0,Brent Guy
Jim,Harbaugh,Stanford,2007,4,8,-6.7,21.0,27.4,Jim Harbaugh
Dan,Hawkins,Colorado,2007,6,7,4.2,29.1,23.9,Dan Hawkins
Pat,Hill,Fresno State,2007,9,4,1.8,33.2,32.0,Pat Hill
Brady,Hoke,Ball State,2007,7,6,-4.6,29.0,33.6,Brady Hoke
Skip,Holtz,East Carolina,2007,8,5,-0.7,29.6,29.0,Skip Holtz
Jeff,Jagodzinski,Boston College,2007,11,3,16.7,32.0,14.6,Jeff Jagodzinski
Bobby,Johnson,Vanderbilt,2007,5,7,2.5,22.1,19.0,Bobby Johnson
Paul,Johnson,Navy,2007,8,4,-9.8,32.6,41.6,Paul Johnson
Butch,Jones,Central Michigan,2007,8,6,-10.6,30.2,39.8,Butch Jones
June,Jones,Hawai'i,2007,12,1,12.4,39.0,27.0,June Jones
Brian,Kelly,Cincinnati,2007,10,3,17.5,37.2,19.9,Brian Kelly
Steve,Kragthorpe,Louisville,2007,6,6,12.1,40.6,29.2,Steve Kragthorpe
Mike,Leach,Texas Tech,2007,9,4,24.9,47.0,21.7,Mike Leach
Jim,Leavitt,South Florida,2007,9,4,15.8,33.1,16.5,Jim Leavitt
Chuck,Long,San Diego State,2007,4,8,-12.6,24.4,39.2,Chuck Long
Rocky,Long,New Mexico,2007,9,4,4.4,22.5,19.4,Rocky Long
Sonny,Lubick,Colorado State,2007,3,9,-7.7,27.2,35.4,Sonny Lubick
Bill,Lynch,Indiana,2007,7,6,-0.2,27.9,29.3,Bill Lynch
Mark,Mangino,Kansas,2007,12,1,24.9,40.3,15.2,Mark Mangino
Doug,Martin,Kent State,2007,3,9,-12.4,21.9,33.4,Doug Martin
Bronco,Mendenhall,BYU,2007,11,2,15.4,31.8,16.0,Bronco Mendenhall
Urban,Meyer,Florida,2007,9,4,28.8,50.1,21.9,Urban Meyer
Les,Miles,LSU,2007,12,2,28.9,41.9,14.1,Les Miles
Shane,Montgomery,Miami (OH),2007,6,7,-11.8,18.9,29.4,Shane Montgomery
Guy,Morriss,Baylor,2007,3,9,-13.6,23.5,34.5,Guy Morriss
Hal,Mumme,New Mexico State,2007,4,9,-18.7,24.2,40.4,Hal Mumme
Ken,Niumatalolo,Navy,2007,0,1,-9.8,32.6,41.6,Ken Niumatalolo
Joe,Novak,Northern Illinois,2007,2,10,-17.0,18.7,35.1,Joe Novak
Houston,Nutt,Arkansas,2007,8,4,18.0,36.8,19.0,Houston Nutt
Tom,O'Brien,NC State,2007,5,7,-1.1,20.6,22.4,Tom O'Brien
George,O'Leary,UCF,2007,10,4,3.5,30.5,28.5,George O'Leary
Ed,Orgeron,Ole Miss,2007,3,9,-2.7,28.1,29.0,Ed Orgeron
Joe,Paterno,Penn State,2007,9,4,20.2,35.5,16.0,Joe Paterno
Gary,Patterson,TCU,2007,8,5,6.4,24.4,19.0,Gary Patterson
Chris,Petersen,Boise State,2007,10,3,13.1,36.2,24.4,Chris Petersen
Gary,Pinkel,Missouri,2007,12,2,21.4,44.0,23.0,Gary Pinkel
Mike,Price,UTEP,2007,4,8,-7.0,32.0,40.6,Mike Price
Ron,Prince,Kansas State,2007,5,7,17.5,37.6,21.5,Ron Prince
