first_name,last_name,school,year,wins,losses,sp_overall,sp_offense,sp_defense,coach_name
David,Cutcliffe,Duke,2015,8,5,3.4,27.0,21.5,David Cutcliffe
Mark,Dantonio,Michigan State,2015,12,2,15.6,35.7,20.6,Mark Dantonio
Bob,Davie,New Mexico,2015,7,6,-8.7,24.9,34.8,Bob Davie
Tim,DeRuyter,Fresno State,2015,3,9,-12.6,19.6,32.8,Tim DeRuyter
Bob,Diaco,UConn,2015,6,7,-6.3,18.1,23.9,Bob Diaco
Dave,Doeren,NC State,2015,7,6,9.6,36.2,24.7,Dave Doeren
Sonny,Dykes,California,2015,8,5,12.1,41.3,29.5,Sonny Dykes
Randy,Edsall,Maryland,2015,2,4,-1.6,26.1,26.5,Randy Edsall
Shawn,Elliott,South Carolina,2015,1,5,3.4,31.3,28.6,Shawn Elliott
Larry,Fedora,North Carolina,2015,11,3,20.0,43.3,25.3,Larry Fedora
Kirk,Ferentz,Iowa,2015,12,2,9.3,30.1,21.0,Kirk Ferentz
Jimbo,Fisher,Florida State,2015,10,3,23.2,38.0,15.0,Jimbo Fisher
Pat,Fitzgerald,Northwestern,2015,10,3,0.2,16.8,15.0,Pat Fitzgerald
P.J.,Fleck,Western Michigan,2015,8,5,4.9,36.7,32.2,P.J. Fleck
Kyle,Flood,Rutgers,2015,4,8,-10.1,29.3,37.1,Kyle Flood
Dennis,Franchione,Texas State,2015,3,9,-15.5,26.3,40.5,Dennis Franchione
James,Franklin,Penn State,2015,7,6,11.3,28.4,19.0,James Franklin
Hugh,Freeze,Ole Miss,2015,10,3,27.0,43.1,17.4,Hugh Freeze
Willie,Fritz,Georgia Southern,2015,9,4,7.3,32.8,26.5,Willie Fritz
Justin,Fuente,Memphis,2015,9,3,8.0,35.1,30.4,Justin Fuente
Al,Golden,Miami,2015,4,3,11.0,34.9,25.8,Al Golden
Todd,Graham,Arizona State,2015,6,7,10.2,34.9,27.2,Todd Graham
Mike,Gundy,Oklahoma State,2015,10,3,9.9,37.7,28.8,Mike Gundy
Jim,Harbaugh,Michigan,2015,10,3,19.7,35.2,16.2,Jim Harbaugh
Bryan,Harsin,Boise State,2015,9,4,11.8,32.2,20.2,Bryan Harsin
Paul,Haynes,Kent State,2015,3,9,-11.9,10.6,21.3,Paul Haynes
Darrell,Hazell,Purdue,2015,2,10,-7.4,26.6,33.5,Darrell Hazell
Mark,Helfrich,Oregon,2015,9,4,15.9,46.7,30.4,Mark Helfrich
Clay,Helton,USC,2015,5,4,16.8,38.6,23.3,Clay Helton
Tom,Herman,Houston,2015,13,1,6.2,33.6,28.4,Tom Herman
Dana,Holgorsen,West Virginia,2015,8,5,12.9,34.4,19.9,Dana Holgorsen
Doc,Holliday,Marshall,2015,10,3,3.5,25.4,20.3,Doc Holliday
Skip,Holtz,Louisiana Tech,2015,9,4,8.3,35.6,27.4,Skip Holtz
Mark,Hudspeth,Louisiana,2015,4,8,-7.1,24.2,32.1,Mark Hudspeth
Curtis,Johnson,Tulane,2015,3,9,-14.0,20.3,32.5,Curtis Johnson
Paul,Johnson,Georgia Tech,2015,3,9,9.0,33.1,25.4,Paul Johnson
Butch,Jones,Tennessee,2015,9,4,19.5,35.7,17.8,Butch Jones
Joey,Jones,South Alabama,2015,5,7,-10.4,24.3,33.4,Joey Jones
Brian,Kelly,Notre Dame,2015,10,3,22.4,44.1,21.2,Brian Kelly
Jerry,Kill,Minnesota,2015,4,3,8.1,28.1,22.4,Jerry Kill
Kliff,Kingsbury,Texas Tech,2015,7,6,4.5,44.8,40.3,Kliff Kingsbury
Sean,Kugler,UTEP,2015,5,7,-19.5,18.7,37.8,Sean Kugler
Brad,Lambert,Charlotte,2015,2,10,-21.7,11.9,31.9,Brad Lambert
Mike,Leach,Washington State,2015,9,4,4.2,35.8,29.4,Mike Leach
Lance,Leipold,Buffalo,2015,5,7,-10.3,24.1,32.2,Lance Leipold
Pete,Lembo,Ball State,2015,3,9,-15.5,21.9,37.3,Pete Lembo
Mike,London,Virginia,2015,4,8,1.4,33.0,30.8,Mike London
Rocky,Long,San Diego State,2015,11,3,8.0,28.6,22.6,Rocky Long
Mike,MacIntyre,Colorado,2015,4,9,-4.0,25.8,28.5,Mike MacIntyre
Gus,Malzahn,Auburn,2015,7,6,14.6,36.1,23.1,Gus Malzahn
Chuck,Martin,Miami (OH),2015,3,9,-13.5,16.8,29.5,Chuck Martin
Doug,Martin,New Mexico State,2015,3,9,-18.6,24.5,42.2,Doug Martin
Derek,Mason,Vanderbilt,2015,4,8,-1.6,17.8,19.3,Derek Mason
Dan,McCarney,North Texas,2015,0,5,-25.0,13.3,39.2,Dan McCarney
Jim,McElwain,Florida,2015,10,4,13.8,26.7,15.8,Jim McElwain
Ruffin,McNeill,East Carolina,2015,5,7,-0.5,28.6,27.9,Ruffin McNeill
Bronco,Mendenhall,BYU,2015,9,4,8.7,31.9,24.6,Bronco Mendenhall
Urban,Meyer,Ohio State,2015,12,1,29.5,41.3,13.5,Urban Meyer
Les,Miles,LSU,2015,9,3,19.7,41.3,21.8,Les Miles
Trent,Miles,Georgia State,2015,6,7,-6.7,28.0,31.9,Trent Miles
Jeff,Monken,Army,2015,2,10,-21.7,20.3,39.0,Jeff Monken
Todd,Monken,Southern Miss,2015,9,5,1.4,31.3,31.1,Todd Monken
Philip,Montgomery,Tulsa,2015,6,7,-8.5,32.4,41.2,Philip Montgomery
Jim,Mora,UCLA,2015,8,5,18.6,42.4,22.6,Jim Mora
Chad,Morris,SMU,2015,2,10,-17.5,27.3,42.3,Chad Morris
Dan,Mullen,Mississippi State,2015,9,4,15.1,40.2,23.8,Dan Mullen
Chris,Naeole,Hawai'i,2015,1,3,-16.3,16.6,35.1,Chris Naeole
Pat,Narduzzi,Pittsburgh,2015,8,5,11.1,33.9,22.4,Pat Narduzzi
Ken,Niumatalolo,Navy,2015,11,2,12.1,38.9,27.8,Ken Niumatalolo
George,O'Leary,UCF,2015,0,8,-15.5,16.3,33.7,George O'Leary
Charlie,Partridge,Florida Atlantic,2015,3,9,-9.8,18.8,29.3,Charlie Partridge
Gary,Patterson,TCU,2015,11,2,19.0,40.8,21.7,Gary Patterson
Chris,Petersen,Washington,2015,7,6,9.7,30.1,20.8,Chris Petersen
Bobby,Petrino,Louisville,2015,8,5,13.2,33.4,20.0,Bobby Petrino
Paul,Petrino,Idaho,2015,4,8,-12.2,30.7,44.4,Paul Petrino
Gary,Pinkel,Missouri,2015,5,7,3.4,16.7,12.4,Gary Pinkel
Brian,Polian,Nevada,2015,7,6,-7.1,26.9,32.6,Brian Polian
Paul,Rhoads,Iowa State,2015,3,9,-0.3,31.2,33.7,Paul Rhoads
Matt,Rhule,Temple,2015,10,4,6.0,26.4,20.6,Matt Rhule
Mark,Richt,Georgia,2015,9,3,16.8,28.6,10.7,Mark Richt
Mike,Riley,Nebraska,2015,6,7,11.1,35.4,25.0,Mike Riley
Rich,Rodriguez,Arizona,2015,7,6,4.7,38.0,31.6,Rich Rodriguez
Nick,Saban,Alabama,2015,14,1,29.0,37.7,9.1,Nick Saban
Tony,Sanchez,UNLV,2015,3,9,-16.2,24.2,39.9,Tony Sanchez
Scott,Satterfield,App State,2015,11,2,7.9,33.2,25.1,Scott Satterfield
Scott,Shafer,Syracuse,2015,4,8,-3.9,30.0,33.2,Scott Shafer
David,Shaw,Stanford,2015,12,2,22.8,44.5,24.5,David Shaw
Bill,Snyder,Kansas State,2015,6,7,2.6,32.2,30.8,Bill Snyder
Frank,Solich,Ohio,2015,8,5,-0.5,24.5,26.6,Frank Solich
Steve,Spurrier,South Carolina,2015,2,4,3.4,31.3,28.6,Steve Spurrier
Rick,Stockstill,Middle Tennessee,2015,7,6,-4.6,27.7,32.1,Rick Stockstill
Bob,Stoops,Oklahoma,2015,11,2,22.7,41.7,19.3,Bob Stoops
Mark,Stoops,Kentucky,2015,5,7,-0.3,26.8,27.2,Mark Stoops
Charlie,Strong,Texas,2015,5,7,3.7,30.7,27.0,Charlie Strong
Kevin,Sumlin,Texas A&M,2015,8,5,14.1,31.9,18.8,Kevin Sumlin
Dabo,Swinney,Clemson,2015,14,1,24.0,41.9,17.2,Dabo Swinney
Willie,Taggart,South Florida,2015,8,5,3.6,30.1,26.8,Willie Taggart
Tommy,Tuberville,Cincinnati,2015,7,6,5.3,34.4,28.2,Tommy Tuberville
Ron,Turner,Florida International,2015,5,7,-16.6,21.7,36.5,Ron Turner
Matt,Wells,Utah State,2015,6,7,-0.1,24.1,22.9,Matt Wells
Mark,Whipple,Massachusetts,2015,3,9,-9.5,22.1,29.3,Mark Whipple
Kyle,Whittingham,Utah,2015,10,3,11.0,28.8,19.8,Kyle Whittingham
Bobby,Wilder,Old Dominion,2015,5,7,-14.8,22.5,37.5,Bobby Wilder
Kevin,Wilson,Indiana,2015,6,7,0.4,37.5,35.9,Kevin Wilson
Steve,Addazio,Boston College,2016,7,6,-1.6,20.1,20.8,Steve Addazio
Tom,Allen,Indiana,2016,0,1,4.6,25.1,19.4,Tom Allen
Gary,Andersen,Oregon State,2016,4,8,-4.6,26.1,30.0,Gary Andersen
Blake,Anderson,Arkansas State,2016,8,5,-1.2,21.9,21.1,Blake Anderson
Major,Applewhite,Houston,2016,0,1,10.1,30.8,21.7,Major Applewhite
Chris,Ash,Rutgers,2016,2,10,-14.9,17.3,29.9,Chris Ash
Dino,Babers,Syracuse,2016,4,8,-2.7,29.2,31.2,Dino Babers
David,Bailiff,Rice,2016,3,9,-16.5,22.8,38.6,David Bailiff
David,Beaty,Kansas,2016,2,10,-15.9,21.0,36.0,David Beaty
Bret,Bielema,Arkansas,2016,7,6,7.9,36.2,28.9,Bret Bielema
Mike,Bobo,Colorado State,2016,7,6,0.8,33.5,34.0,Mike Bobo
Craig,Bohl,Wyoming,2016,8,6,-6.9,30.4,37.5,Craig Bohl
John,Bonamego,Central Michigan,2016,6,7,-6.1,27.6,31.4,John Bonamego
Terry,Bowden,Akron,2016,5,7,-5.6,22.3,28.2,Terry Bowden
Jeff,Brohm,Western Kentucky,2016,10,3,15.5,40.7,25.8,Jeff Brohm
Neal,Brown,Troy,2016,10,3,1.1,25.7,25.1,Neal Brown
Troy,Calhoun,Air Force,2016,10,3,4.4,33.0,29.9,Troy Calhoun
Matt,Campbell,Iowa State,2016,3,9,0.7,27.0,28.5,Matt Campbell
Jason,Candle,Toledo,2016,9,4,12.3,40.6,27.4,Jason Candle
Ron,Caragher,San José State,2016,4,8,-13.6,22.4,36.7,Ron Caragher
Rod,Carey,Northern Illinois,2016,5,7,-2.4,32.0,32.7,Rod Carey
Paul,Chryst,Wisconsin,2016,11,3,16.1,30.5,14.8,Paul Chryst
Tracy,Claeys,Minnesota,2016,9,4,12.6,27.8,17.5,Tracy Claeys
Dave,Clawson,Wake Forest,2016,7,6,-0.6,21.5,22.9,Dave Clawson
Chris,Creighton,Eastern Michigan,2016,7,6,-8.2,28.3,36.6,Chris Creighton
David,Cutcliffe,Duke,2016,4,8,-2.8,26.8,27.6,David Cutcliffe
Mark,Dantonio,Michigan State,2016,3,9,7.4,31.0,24.1,Mark Dantonio
Bob,Davie,New Mexico,2016,9,4,-5.1,32.2,38.6,Bob Davie
Tim,DeRuyter,Fresno State,2016,1,7,-16.9,16.4,33.9,Tim DeRuyter
Bob,Diaco,UConn,2016,3,9,-11.6,19.8,30.9,Bob Diaco
Dave,Doeren,NC State,2016,7,6,9.4,30.5,19.3,Dave Doeren
D.J.,Durkin,Maryland,2016,6,7,-0.6,28.7,28.1,D.J. Durkin
Sonny,Dykes,California,2016,5,7,2.4,38.4,36.3,Sonny Dykes
Larry,Fedora,North Carolina,2016,8,5,15.9,38.5,24.6,Larry Fedora
Kirk,Ferentz,Iowa,2016,8,5,10.3,29.0,18.9,Kirk Ferentz
Jimbo,Fisher,Florida State,2016,10,3,24.0,42.6,18.8,Jimbo Fisher
Pat,Fitzgerald,Northwestern,2016,7,6,2.9,27.9,23.5,Pat Fitzgerald
P.J.,Fleck,Western Michigan,2016,13,1,11.5,40.0,28.9,P.J. Fleck
James,Franklin,Penn State,2016,11,3,19.0,38.0,20.9,James Franklin
Hugh,Freeze,Ole Miss,2016,5,7,12.4,38.9,27.9,Hugh Freeze
Willie,Fritz,Tulane,2016,4,8,-14.6,15.7,28.4,Willie Fritz
Scott,Frost,UCF,2016,6,7,-2.2,19.3,23.3,Scott Frost
Justin,Fuente,Virginia Tech,2016,10,4,15.2,34.5,19.6,Justin Fuente
Todd,Graham,Arizona State,2016,5,7,-3.0,32.2,37.6,Todd Graham
Jim,Grobe,Baylor,2016,7,6,11.3,37.0,24.2,Jim Grobe
Mike,Gundy,Oklahoma State,2016,10,3,16.4,42.4,27.0,Mike Gundy
Jim,Harbaugh,Michigan,2016,10,3,24.4,34.8,11.1,Jim Harbaugh
Bryan,Harsin,Boise State,2016,10,3,11.5,36.7,25.0,Bryan Harsin
Paul,Haynes,Kent State,2016,3,9,-12.0,16.6,27.4,Paul Haynes
Darrell,Hazell,Purdue,2016,3,3,-11.0,25.1,35.6,Darrell Hazell
Mark,Helfrich,Oregon,2016,4,8,6.1,42.5,36.1,Mark Helfrich
Clay,Helton,USC,2016,10,3,23.6,39.2,17.1,Clay Helton
Tom,Herman,Houston,2016,9,3,10.1,30.8,21.7,Tom Herman
Dana,Holgorsen,West Virginia,2016,10,3,11.3,35.7,22.8,Dana Holgorsen
Doc,Holliday,Marshall,2016,3,9,-12.7,24.6,35.8,Doc Holliday
Skip,Holtz,Louisiana Tech,2016,9,5,3.1,39.8,36.9,Skip Holtz
Jay,Hopson,Southern Miss,2016,7,6,0.7,29.1,29.6,Jay Hopson
Mark,Hudspeth,Louisiana,2016,6,7,-8.7,19.8,29.4,Mark Hudspeth
Mike,Jinks,Bowling Green,2016,4,8,-6.6,25.0,31.8,Mike Jinks
Paul,Johnson,Georgia Tech,2016,9,4,7.8,35.0,28.5,Paul Johnson
Butch,Jones,Tennessee,2016,9,4,16.3,39.9,25.2,Butch Jones
Joey,Jones,South Alabama,2016,6,7,-9.4,25.2,33.3,Joey Jones
Brian,Kelly,Notre Dame,2016,4,8,15.7,39.4,23.2,Brian Kelly
Eric,Kiesau,Fresno State,2016,0,4,-16.9,16.4,33.9,Eric Kiesau
Kliff,Kingsbury,Texas Tech,2016,5,7,3.7,40.6,36.9,Kliff Kingsbury
Sean,Kugler,UTEP,2016,4,8,-16.1,25.0,40.6,Sean Kugler
Brad,Lambert,Charlotte,2016,4,8,-20.9,17.6,36.9,Brad Lambert
Tim,Lappano,Georgia State,2016,1,1,-12.1,17.3,26.7,Tim Lappano
Mike,Leach,Washington State,2016,8,5,6.2,36.2,27.8,Mike Leach
Lance,Leipold,Buffalo,2016,2,10,-18.8,16.8,33.5,Lance Leipold
Seth,Littrell,North Texas,2016,5,8,-14.6,22.0,37.5,Seth Littrell
Rocky,Long,San Diego State,2016,11,3,11.4,32.0,22.5,Rocky Long
Mike,MacIntyre,Colorado,2016,10,4,6.3,29.3,21.7,Mike MacIntyre
Gus,Malzahn,Auburn,2016,8,5,15.3,32.1,18.4,Gus Malzahn
Chuck,Martin,Miami (OH),2016,6,7,-6.1,23.8,29.0,Chuck Martin
Doug,Martin,New Mexico State,2016,3,9,-17.2,23.2,39.5,Doug Martin
Derek,Mason,Vanderbilt,2016,6,7,-1.2,25.3,26.3,Derek Mason
Jim,McElwain,Florida,2016,9,4,15.4,26.6,14.0,Jim McElwain
Bronco,Mendenhall,Virginia,2016,2,10,-3.8,25.4,28.5,Bronco Mendenhall
Urban,Meyer,Ohio State,2016,11,2,22.4,35.6,15.0,Urban Meyer
Les,Miles,LSU,2016,2,2,25.3,34.2,9.0,Les Miles
Trent,Miles,Georgia State,2016,1,8,-12.1,17.3,26.7,Trent Miles
Jeff,Monken,Army,2016,8,5,-9.9,22.2,29.2,Jeff Monken
Philip,Montgomery,Tulsa,2016,10,3,7.4,34.6,27.6,Philip Montgomery
Scottie,Montgomery,East Carolina,2016,3,9,-9.0,27.2,35.1,Scottie Montgomery
Jim,Mora,UCLA,2016,4,8,9.1,27.5,17.3,Jim Mora
Chad,Morris,SMU,2016,5,7,-10.8,24.3,32.6,Chad Morris
Dan,Mullen,Mississippi State,2016,6,7,5.4,34.5,27.8,Dan Mullen
Will,Muschamp,South Carolina,2016,6,7,-4.0,22.7,27.5,Will Muschamp
Pat,Narduzzi,Pittsburgh,2016,8,5,13.1,43.0,29.4,Pat Narduzzi
Mike,Neu,Ball State,2016,4,8,-7.0,28.2,35.1,Mike Neu
Ken,Niumatalolo,Navy,2016,9,5,6.8,39.8,33.9,Ken Niumatalolo
Mike,Norvell,Memphis,2016,8,5,7.7,33.8,29.3,Mike Norvell
Barry,Odom,Missouri,2016,4,8,-1.0,31.2,31.3,Barry Odom
Ed,Orgeron,LSU,2016,6,2,25.3,34.2,9.0,Ed Orgeron
Gerad,Parker,Purdue,2016,0,6,-11.0,25.1,35.6,Gerad Parker
Charlie,Partridge,Florida Atlantic,2016,3,9,-14.1,28.7,43.5,Charlie Partridge
Gary,Patterson,TCU,2016,6,7,11.0,34.5,23.4,Gary Patterson
Chris,Petersen,Washington,2016,12,2,26.7,40.2,13.9,Chris Petersen
Bobby,Petrino,Louisville,2016,9,4,22.9,40.8,17.7,Bobby Petrino
Paul,Petrino,Idaho,2016,9,4,-8.6,24.7,34.9,Paul Petrino
Brian,Polian,Nevada,2016,5,7,-13.0,26.2,37.9,Brian Polian
Matt,Rhule,Temple,2016,10,3,11.9,31.5,19.8,Matt Rhule
Mark,Richt,Miami,2016,9,4,18.6,34.1,17.3,Mark Richt
Mike,Riley,Nebraska,2016,9,4,10.3,37.7,28.3,Mike Riley
Rich,Rodriguez,Arizona,2016,3,9,-4.5,29.6,32.4,Rich Rodriguez
Nick,Rolovich,Hawai'i,2016,7,7,-10.1,28.6,40.8,Nick Rolovich
Nick,Saban,Alabama,2016,14,1,31.7,40.0,8.6,Nick Saban
Tony,Sanchez,UNLV,2016,4,8,-14.3,26.7,40.4,Tony Sanchez
Scott,Satterfield,App State,2016,10,3,9.2,30.0,20.5,Scott Satterfield
David,Shaw,Stanford,2016,10,3,16.4,31.2,17.5,David Shaw
Kalani,Sitake,BYU,2016,9,4,8.0,29.6,23.1,Kalani Sitake
Kirby,Smart,Georgia,2016,8,5,9.3,28.0,17.6,Kirby Smart
Lovie,Smith,Illinois,2016,3,9,-6.7,22.7,29.5,Lovie Smith
Bill,Snyder,Kansas State,2016,9,4,8.2,34.2,27.2,Bill Snyder
Frank,Solich,Ohio,2016,8,6,-2.1,22.0,25.8,Frank Solich
Rick,Stockstill,Middle Tennessee,2016,8,5,-1.9,35.0,36.8,Rick Stockstill
Bob,Stoops,Oklahoma,2016,11,2,26.1,48.7,22.9,Bob Stoops
Mark,Stoops,Kentucky,2016,7,6,-2.6,30.8,33.4,Mark Stoops
Charlie,Strong,Texas,2016,5,7,10.6,37.4,26.8,Charlie Strong
Kevin,Sumlin,Texas A&M,2016,8,5,12.0,37.2,26.1,Kevin Sumlin
Tyson,Summers,Georgia Southern,2016,5,7,-3.9,27.8,32.6,Tyson Summers
Dabo,Swinney,Clemson,2016,14,1,28.7,43.5,14.1,Dabo Swinney
Willie,Taggart,South Florida,2016,10,2,9.8,44.4,34.9,Willie Taggart
Tommy,Tuberville,Cincinnati,2016,4,8,-3.6,24.5,27.3,Tommy Tuberville
Ron,Turner,Florida International,2016,0,4,-19.0,25.0,42.2,Ron Turner
Matt,Viator,UL Monroe,2016,4,8,-21.3,20.4,41.5,Matt Viator
Matt,Wells,Utah State,2016,3,9,-4.4,24.7,27.7,Matt Wells
Mark,Whipple,Massachusetts,2016,2,10,-15.3,23.7,36.7,Mark Whipple
Kyle,Whittingham,Utah,2016,9,4,10.9,32.5,23.6,Kyle Whittingham
Bobby,Wilder,Old Dominion,2016,10,3,-0.7,29.9,30.9,Bobby Wilder
Frank,Wilson,UTSA,2016,6,7,-11.2,22.7,33.6,Frank Wilson
Kevin,Wilson,Indiana,2016,6,6,4.6,25.1,19.4,Kevin Wilson
Everett,Withers,Texas State,2016,2,10,-25.5,18.4,42.5,Everett Withers
Steve,Addazio,Boston College,2017,7,6,4.6,25.2,19.9,Steve Addazio
Tom,Allen,Indiana,2017,5,7,10.2,28.6,20.2,Tom Allen
Gary,Andersen,Oregon State,2017,1,5,-12.6,28.8,39.9,Gary Andersen
Blake,Anderson,Arkansas State,2017,7,5,1.5,29.3,28.6,Blake Anderson
Major,Applewhite,Houston,2017,7,5,7.7,32.3,25.8,Major Applewhite
Chris,Ash,Rutgers,2017,4,8,-5.5,23.3,29.0,Chris Ash
Dino,Babers,Syracuse,2017,4,8,4.0,29.3,27.3,Dino Babers
David,Bailiff,Rice,2017,1,11,-23.6,19.2,40.9,David Bailiff
Jeff,Banks,Texas A&M,2017,0,1,9.4,33.1,25.2,Jeff Banks
David,Beaty,Kansas,2017,1,11,-14.8,21.6,36.7,David Beaty
Bret,Bielema,Arkansas,2017,4,8,2.1,34.1,31.8,Bret Bielema
Mike,Bobo,Colorado State,2017,7,6,3.9,34.6,32.7,Mike Bobo
Craig,Bohl,Wyoming,2017,8,5,-2.5,19.7,23.1,Craig Bohl
John,Bonamego,Central Michigan,2017,8,5,-8.6,21.4,28.2,John Bonamego
Terry,Bowden,Akron,2017,7,7,-17.6,24.1,39.6,Terry Bowden
Brent,Brennan,San José State,2017,2,11,-20.0,15.2,37.5,Brent Brennan
Jeff,Brohm,Purdue,2017,7,6,5.8,28.6,22.1,Jeff Brohm
Neal,Brown,Troy,2017,11,2,1.6,27.5,23.5,Neal Brown
Troy,Calhoun,Air Force,2017,5,7,-11.0,28.8,40.5,Troy Calhoun
Matt,Campbell,Iowa State,2017,8,5,7.5,38.2,30.7,Matt Campbell
Jason,Candle,Toledo,2017,11,3,6.6,32.2,25.7,Jason Candle
Rod,Carey,Northern Illinois,2017,8,5,-1.4,21.0,20.5,Rod Carey
Jamey,Chadwell,Coastal Carolina,2017,3,9,,,,Jamey Chadwell
Paul,Chryst,Wisconsin,2017,13,1,26.8,37.4,11.6,Paul Chryst
Bill,Clark,UAB,2017,8,5,,,,Bill Clark
Dave,Clawson,Wake Forest,2017,8,5,10.5,35.7,25.1,Dave Clawson
Geoff,Collins,Temple,2017,7,6,0.5,25.1,24.1,Geoff Collins
Chris,Creighton,Eastern Michigan,2017,5,7,-5.3,22.0,26.4,Chris Creighton
David,Cutcliffe,Duke,2017,7,6,6.1,25.5,19.2,David Cutcliffe
Mark,Dantonio,Michigan State,2017,10,3,13.8,27.7,15.1,Mark Dantonio
Bob,Davie,New Mexico,2017,3,9,-12.4,20.8,34.2,Bob Davie
Butch,Davis,Florida International,2017,8,5,-10.4,24.0,35.0,Butch Davis
Dave,Doeren,NC State,2017,9,4,12.9,38.0,23.3,Dave Doeren
D.J.,Durkin,Maryland,2017,4,8,-4.5,26.7,28.3,D.J. Durkin
Randy,Edsall,UConn,2017,3,9,-19.2,22.4,40.7,Randy Edsall
Shawn,Elliott,Georgia State,2017,7,5,-14.0,17.0,28.6,Shawn Elliott
Larry,Fedora,North Carolina,2017,3,9,4.3,29.3,25.9,Larry Fedora
Kirk,Ferentz,Iowa,2017,8,5,9.8,28.4,19.4,Kirk Ferentz
Luke,Fickell,Cincinnati,2017,4,8,-6.4,23.3,28.2,Luke Fickell
Jedd,Fisch,UCLA,2017,1,1,4.9,39.3,34.5,Jedd Fisch
Jimbo,Fisher,Florida State,2017,5,6,22.8,33.3,12.5,Jimbo Fisher
Pat,Fitzgerald,Northwestern,2017,10,3,11.2,28.8,17.4,Pat Fitzgerald
P.J.,Fleck,Minnesota,2017,5,7,0.4,23.9,22.1,P.J. Fleck
James,Franklin,Penn State,2017,11,2,26.0,41.5,14.9,James Franklin
Willie,Fritz,Tulane,2017,5,7,-5.7,28.5,35.0,Willie Fritz
Scott,Frost,UCF,2017,13,0,14.1,40.5,26.9,Scott Frost
Justin,Fuente,Virginia Tech,2017,9,4,14.3,27.8,14.4,Justin Fuente
Todd,Graham,Arizona State,2017,7,6,1.0,33.9,33.1,Todd Graham
Mike,Gundy,Oklahoma State,2017,10,3,19.1,42.2,23.0,Mike Gundy
Odell,Haggins,Florida State,2017,2,0,22.8,33.3,12.5,Odell Haggins
Cory,Hall,Oregon State,2017,0,6,-12.6,28.8,39.9,Cory Hall
Jim,Harbaugh,Michigan,2017,8,5,19.6,31.1,11.8,Jim Harbaugh
Bryan,Harsin,Boise State,2017,11,3,9.1,28.6,20.5,Bryan Harsin
Paul,Haynes,Kent State,2017,2,10,-20.2,14.3,32.4,Paul Haynes
Clay,Helton,USC,2017,11,3,17.9,38.5,20.0,Clay Helton
Tom,Herman,Texas,2017,7,6,10.6,26.7,16.3,Tom Herman
Brady,Hoke,Tennessee,2017,0,2,1.2,25.8,25.7,Brady Hoke
Dana,Holgorsen,West Virginia,2017,7,6,5.6,33.6,27.2,Dana Holgorsen
Doc,Holliday,Marshall,2017,8,5,-4.5,19.4,23.9,Doc Holliday
Skip,Holtz,Louisiana Tech,2017,7,6,-5.5,26.8,32.7,Skip Holtz
Jay,Hopson,Southern Miss,2017,8,5,-3.4,24.9,28.3,Jay Hopson
Mark,Hudspeth,Louisiana,2017,5,7,-15.8,27.5,42.9,Mark Hudspeth
Mike,Jinks,Bowling Green,2017,2,10,-10.0,27.5,38.9,Mike Jinks
Paul,Johnson,Georgia Tech,2017,5,6,8.9,34.9,25.1,Paul Johnson
Butch,Jones,Tennessee,2017,4,6,1.2,25.8,25.7,Butch Jones
Joey,Jones,South Alabama,2017,4,8,-12.0,18.3,31.4,Joey Jones
Brian,Kelly,Notre Dame,2017,10,3,20.8,37.4,16.9,Brian Kelly
Lane,Kiffin,Florida Atlantic,2017,11,3,5.1,34.7,31.3,Lane Kiffin
Kliff,Kingsbury,Texas Tech,2017,6,7,4.8,34.4,28.3,Kliff Kingsbury
Greg,Knox,Mississippi State,2017,1,0,16.0,32.4,18.1,Greg Knox
Sean,Kugler,UTEP,2017,0,5,-27.4,12.8,38.7,Sean Kugler
Brad,Lambert,Charlotte,2017,1,11,-26.1,13.7,37.7,Brad Lambert
Mike,Leach,Washington State,2017,9,4,8.6,30.9,22.1,Mike Leach
Lance,Leipold,Buffalo,2017,6,6,-11.2,24.9,33.9,Lance Leipold
Tim,Lester,Western Michigan,2017,6,6,-2.4,25.7,28.4,Tim Lester
Seth,Littrell,North Texas,2017,9,5,-4.5,28.6,34.3,Seth Littrell
Rocky,Long,San Diego State,2017,10,3,4.5,28.5,24.8,Rocky Long
Matt,Luke,Ole Miss,2017,6,6,11.6,38.9,28.8,Matt Luke
Chad,Lunsford,Georgia Southern,2017,2,4,-15.8,18.3,35.5,Chad Lunsford
Mike,MacIntyre,Colorado,2017,5,7,2.0,30.3,30.1,Mike MacIntyre
Gus,Malzahn,Auburn,2017,10,4,24.7,35.4,11.0,Gus Malzahn
Chuck,Martin,Miami (OH),2017,5,7,-2.2,24.2,26.9,Chuck Martin
Doug,Martin,New Mexico State,2017,7,6,-9.4,24.5,32.6,Doug Martin
Derek,Mason,Vanderbilt,2017,5,7,0.6,32.3,29.0,Derek Mason
Jim,McElwain,Florida,2017,3,4,10.1,30.8,22.4,Jim McElwain
Bronco,Mendenhall,Virginia,2017,6,7,0.8,25.0,23.3,Bronco Mendenhall
Urban,Meyer,Ohio State,2017,12,2,30.9,42.9,12.8,Urban Meyer
Jeff,Monken,Army,2017,10,3,-5.3,32.1,35.0,Jeff Monken
Philip,Montgomery,Tulsa,2017,2,10,-10.7,27.3,37.8,Philip Montgomery
Scottie,Montgomery,East Carolina,2017,3,9,-14.0,27.2,41.8,Scottie Montgomery
Jim,Mora,UCLA,2017,5,6,4.9,39.3,34.5,Jim Mora
