year,team,conference,wins,losses,games
2016,Nebraska,Big Ten,9,4,13
2016,Rutgers,Big Ten,2,10,12
2016,New Mexico State,Sun Belt,3,9,12
2016,New Mexico,Mountain West,9,4,13
2016,Syracuse,ACC,4,8,12
2016,Bowling Green,Mid-American,4,8,12
2016,Miami (OH),Mid-American,6,7,13
2016,Ohio State,Big Ten,11,2,13
2016,Ohio,Mid-American,8,6,14
2016,Oklahoma State,Big 12,10,3,13
2016,Oklahoma,Big 12,11,2,13
2016,Tulsa,American Athletic,10,3,13
2016,Oregon State,Pac-12,4,8,12
2016,Penn State,Big Ten,11,3,14
2016,Temple,American Athletic,10,4,14
2016,Pittsburgh,ACC,8,5,13
2016,Clemson,ACC,14,1,15
2016,Memphis,American Athletic,8,5,13
2016,Vanderbilt,SEC,6,7,13
2016,Baylor,Big 12,7,6,13
2016,Rice,Conference USA,3,9,12
2016,Texas A&M,SEC,8,5,13
2016,Houston,American Athletic,9,4,13
2016,North Texas,Conference USA,5,8,13
2016,Texas,Big 12,5,7,12
2016,BYU,FBS Independents,9,4,13
2016,Utah,Pac-12,9,4,13
2016,Virginia,ACC,2,10,12
2016,Virginia Tech,ACC,10,4,14
2016,Washington,Pac-12,12,2,14
2016,Washington State,Pac-12,8,5,13
2016,Wisconsin,Big Ten,11,3,14
2016,Marshall,Conference USA,3,9,12
2016,West Virginia,Big 12,10,3,13
2016,Fresno State,Mountain West,1,11,12
2016,Georgia Southern,Sun Belt,5,7,12
2016,Old Dominion,Conference USA,10,3,13
2016,Louisiana,Sun Belt,6,7,13
2016,Texas State,Sun Belt,2,10,12
2016,Utah State,Mountain West,3,9,12
2016,Alabama,SEC,14,1,15
2016,Mississippi State,SEC,6,7,13
2016,Army,FBS Independents,8,5,13
2016,Illinois,Big Ten,3,9,12
2016,Air Force,Mountain West,10,3,13
2016,Akron,Mid-American,5,7,12
2016,App State,Sun Belt,10,3,13
2016,Arkansas State,Sun Belt,8,5,13
2016,Ball State,Mid-American,4,8,12
2016,Buffalo,Mid-American,2,10,12
2016,UCF,American Athletic,6,7,13
2016,Central Michigan,Mid-American,6,7,13
2016,Cincinnati,American Athletic,4,8,12
2016,Eastern Michigan,Mid-American,7,6,13
2016,Florida Atlantic,Conference USA,3,9,12
2016,Florida International,Conference USA,4,8,12
2016,Georgia State,Sun Belt,3,9,12
2016,Iowa,Big Ten,8,5,13
2016,Kansas,Big 12,2,10,12
2016,Kansas State,Big 12,9,4,13
2016,Kent State,Mid-American,3,9,12
2016,Louisiana Tech,Conference USA,9,5,14
2016,Miami,ACC,9,4,13
2016,Middle Tennessee,Conference USA,8,5,13
2016,Navy,American Athletic,9,5,14
2016,Charlotte,Conference USA,4,8,12
2016,UL Monroe,Sun Belt,4,8,12
2016,UNLV,Mountain West,4,8,12
2016,Nevada,Mountain West,5,7,12
2016,Northern Illinois,Mid-American,5,7,12
2016,Oregon,Pac-12,4,8,12
2016,Purdue,Big Ten,3,9,12
2016,SMU,American Athletic,5,7,12
2016,Southern Miss,Conference USA,7,6,13
2016,South Carolina,SEC,6,7,13
2016,TCU,Big 12,6,7,13
2016,Tennessee,SEC,9,4,13
2016,UTSA,Conference USA,6,7,13
2016,UTEP,Conference USA,4,8,12
2016,Texas Tech,Big 12,5,7,12
2016,Toledo,Mid-American,9,4,13
2016,Troy,Sun Belt,10,3,13
2016,Tulane,American Athletic,4,8,12
2016,Western Michigan,Mid-American,13,1,14
2016,Wyoming,Mountain West,8,6,14
2017,Auburn,SEC,10,4,14
2017,UAB,Conference USA,8,5,13
2017,South Alabama,Sun Belt,4,8,12
2017,Arkansas,SEC,4,8,12
2017,Arizona State,Pac-12,7,6,13
2017,Arizona,Pac-12,7,6,13
2017,San Diego State,Mountain West,10,3,13
2017,San José State,Mountain West,2,11,13
2017,Stanford,Pac-12,9,5,14
2017,California,Pac-12,5,7,12
2017,UCLA,Pac-12,6,7,13
2017,USC,Pac-12,11,3,14
2017,Colorado State,Mountain West,7,6,13
2017,Colorado,Pac-12,5,7,12
2017,UConn,American Athletic,3,9,12
2017,Florida State,ACC,7,6,13
2017,Florida,SEC,4,7,11
2017,South Florida,American Athletic,10,2,12
2017,Georgia Tech,ACC,5,6,11
2017,Georgia,SEC,13,2,15
2017,Hawai'i,Mountain West,3,9,12
2017,Iowa State,Big 12,8,5,13
2017,Boise State,Mountain West,11,3,14
2017,Idaho,Sun Belt,4,8,12
2017,Northwestern,Big Ten,10,3,13
2017,Indiana,Big Ten,5,7,12
2017,Notre Dame,FBS Independents,10,3,13
2017,Kentucky,SEC,7,6,13
2017,Louisville,ACC,8,5,13
2017,Western Kentucky,Conference USA,6,7,13
2017,LSU,SEC,9,4,13
2017,Boston College,ACC,7,6,13
2017,Massachusetts,FBS Independents,4,8,12
2017,Maryland,Big Ten,4,8,12
2017,Michigan State,Big Ten,10,3,13
2017,Michigan,Big Ten,8,5,13
2017,Minnesota,Big Ten,5,7,12
2017,Missouri,SEC,7,6,13
2017,Ole Miss,SEC,6,6,12
2017,Duke,ACC,7,6,13
2017,East Carolina,American Athletic,3,9,12
2017,NC State,ACC,9,4,13
2017,North Carolina,ACC,3,9,12
2017,Wake Forest,ACC,8,5,13
2017,Nebraska,Big Ten,4,8,12
2017,Rutgers,Big Ten,4,8,12
2017,New Mexico State,Sun Belt,7,6,13
2017,New Mexico,Mountain West,3,9,12
2017,Syracuse,ACC,4,8,12
2017,Bowling Green,Mid-American,2,10,12
2017,Miami (OH),Mid-American,5,7,12
2017,Ohio State,Big Ten,12,2,14
2017,Ohio,Mid-American,9,4,13
2017,Oklahoma State,Big 12,10,3,13
2017,Oklahoma,Big 12,12,2,14
2017,Tulsa,American Athletic,2,10,12
2017,Oregon State,Pac-12,1,11,12
2017,Penn State,Big Ten,11,2,13
2017,Temple,American Athletic,7,6,13
2017,Pittsburgh,ACC,5,7,12
2017,Clemson,ACC,12,2,14
2017,Memphis,American Athletic,10,3,13
2017,Vanderbilt,SEC,5,7,12
2017,Baylor,Big 12,1,11,12
2017,Rice,Conference USA,1,11,12
2017,Texas A&M,SEC,7,6,13
2017,Houston,American Athletic,7,5,12
2017,North Texas,Conference USA,9,5,14
2017,Texas,Big 12,7,6,13
2017,BYU,FBS Independents,4,9,13
2017,Utah,Pac-12,7,6,13
2017,Virginia,ACC,6,7,13
2017,Virginia Tech,ACC,9,4,13
2017,Washington,Pac-12,10,3,13
2017,Washington State,Pac-12,9,4,13
2017,Wisconsin,Big Ten,13,1,14
2017,Marshall,Conference USA,8,5,13
2017,West Virginia,Big 12,7,6,13
2017,Fresno State,Mountain West,10,4,14
2017,Georgia Southern,Sun Belt,2,10,12
2017,Old Dominion,Conference USA,5,7,12
2017,Louisiana,Sun Belt,5,7,12
2017,Coastal Carolina,Sun Belt,3,9,12
2017,Texas State,Sun Belt,2,10,12
2017,Utah State,Mountain West,6,7,13
2017,Alabama,SEC,13,1,14
2017,Mississippi State,SEC,9,4,13
2017,Army,FBS Independents,10,3,13
2017,Illinois,Big Ten,2,10,12
2017,Air Force,Mountain West,5,7,12
2017,Akron,Mid-American,7,7,14
2017,App State,Sun Belt,9,4,13
2017,Arkansas State,Sun Belt,7,5,12
2017,Ball State,Mid-American,2,10,12
2017,Buffalo,Mid-American,6,6,12
2017,UCF,American Athletic,13,0,13
2017,Central Michigan,Mid-American,8,5,13
2017,Cincinnati,American Athletic,4,8,12
2017,Eastern Michigan,Mid-American,5,7,12
2017,Florida Atlantic,Conference USA,11,3,14
2017,Florida International,Conference USA,8,5,13
2017,Georgia State,Sun Belt,7,5,12
2017,Iowa,Big Ten,8,5,13
2017,Kansas,Big 12,1,11,12
2017,Kansas State,Big 12,8,5,13
2017,Kent State,Mid-American,2,10,12
2017,Louisiana Tech,Conference USA,7,6,13
2017,Miami,ACC,10,3,13
2017,Middle Tennessee,Conference USA,7,6,13
2017,Navy,American Athletic,7,6,13
2017,Charlotte,Conference USA,1,11,12
2017,UL Monroe,Sun Belt,4,8,12
2017,UNLV,Mountain West,5,7,12
2017,Nevada,Mountain West,3,9,12
2017,Northern Illinois,Mid-American,8,5,13
2017,Oregon,Pac-12,7,6,13
2017,Purdue,Big Ten,7,6,13
2017,SMU,American Athletic,7,6,13
2017,Southern Miss,Conference USA,8,5,13
2017,South Carolina,SEC,9,4,13
2017,TCU,Big 12,11,3,14
2017,Tennessee,SEC,4,8,12
2017,UTSA,Conference USA,6,5,11
2017,UTEP,Conference USA,0,12,12
2017,Texas Tech,Big 12,6,7,13
2017,Toledo,Mid-American,11,3,14
2017,Troy,Sun Belt,11,2,13
2017,Tulane,American Athletic,5,7,12
2017,Western Michigan,Mid-American,6,6,12
2017,Wyoming,Mountain West,8,5,13
2018,Auburn,SEC,8,5,13
2018,UAB,Conference USA,11,3,14
2018,South Alabama,Sun Belt,3,9,12
2018,Arkansas,SEC,2,10,12
2018,Arizona State,Pac-12,7,6,13
2018,Arizona,Pac-12,5,7,12
2018,San Diego State,Mountain West,7,6,13
2018,San José State,Mountain West,1,11,12
2018,Stanford,Pac-12,9,4,13
2018,California,Pac-12,7,6,13
2018,UCLA,Pac-12,3,9,12
2018,USC,Pac-12,5,7,12
2018,Colorado State,Mountain West,3,9,12
2018,Colorado,Pac-12,5,7,12
2018,UConn,American Athletic,1,11,12
2018,Florida State,ACC,5,7,12
2018,Florida,SEC,10,3,13
2018,South Florida,American Athletic,7,6,13
2018,Georgia Tech,ACC,7,6,13
2018,Georgia,SEC,11,3,14
2018,Hawai'i,Mountain West,8,6,14
2018,Iowa State,Big 12,8,5,13
2018,Boise State,Mountain West,10,3,13
2018,Northwestern,Big Ten,9,5,14
2018,Indiana,Big Ten,5,7,12
2018,Notre Dame,FBS Independents,12,1,13
2018,Kentucky,SEC,10,3,13
2018,Louisville,ACC,2,10,12
2018,Western Kentucky,Conference USA,3,9,12
2018,LSU,SEC,10,3,13
2018,Boston College,ACC,7,5,12
2018,Massachusetts,FBS Independents,4,8,12
2018,Maryland,Big Ten,5,7,12
2018,Michigan State,Big Ten,7,6,13
2018,Michigan,Big Ten,10,3,13
2018,Minnesota,Big Ten,7,6,13
2018,Missouri,SEC,8,5,13
2018,Ole Miss,SEC,5,7,12
2018,Duke,ACC,8,5,13
2018,East Carolina,American Athletic,3,9,12
2018,NC State,ACC,9,4,13
2018,North Carolina,ACC,2,9,11
2018,Wake Forest,ACC,7,6,13
2018,Nebraska,Big Ten,4,8,12
2018,Rutgers,Big Ten,1,11,12
2018,New Mexico State,FBS Independents,3,9,12
2018,New Mexico,Mountain West,3,9,12
2018,Syracuse,ACC,10,3,13
2018,Bowling Green,Mid-American,3,9,12
2018,Miami (OH),Mid-American,6,6,12
2018,Ohio State,Big Ten,13,1,14
2018,Ohio,Mid-American,9,4,13
2018,Oklahoma State,Big 12,7,6,13
2018,Oklahoma,Big 12,12,2,14
2018,Tulsa,American Athletic,3,9,12
2018,Oregon State,Pac-12,2,10,12
2018,Penn State,Big Ten,9,4,13
2018,Temple,American Athletic,8,5,13
2018,Pittsburgh,ACC,7,7,14
2018,Clemson,ACC,15,0,15
2018,Memphis,American Athletic,8,6,14
2018,Vanderbilt,SEC,6,7,13
2018,Baylor,Big 12,7,6,13
2018,Rice,Conference USA,2,11,13
2018,Texas A&M,SEC,9,4,13
2018,Houston,American Athletic,8,5,13
2018,North Texas,Conference USA,9,4,13
2018,Texas,Big 12,10,4,14
2018,BYU,FBS Independents,7,6,13
2018,Utah,Pac-12,9,5,14
2018,Virginia,ACC,8,5,13
2018,Virginia Tech,ACC,6,7,13
2018,Washington,Pac-12,10,4,14
2018,Washington State,Pac-12,11,2,13
2018,Wisconsin,Big Ten,8,5,13
2018,Marshall,Conference USA,9,4,13
2018,West Virginia,Big 12,8,4,12
2018,Fresno State,Mountain West,12,2,14
2018,Georgia Southern,Sun Belt,10,3,13
2018,Old Dominion,Conference USA,4,8,12
2018,Louisiana,Sun Belt,7,7,14
2018,Coastal Carolina,Sun Belt,5,7,12
2018,Texas State,Sun Belt,3,9,12
2018,Utah State,Mountain West,11,2,13
2018,Alabama,SEC,14,1,15
2018,Mississippi State,SEC,8,5,13
2018,Army,FBS Independents,11,2,13
2018,Illinois,Big Ten,4,8,12
2018,Air Force,Mountain West,5,7,12
2018,Akron,Mid-American,4,8,12
2018,App State,Sun Belt,11,2,13
2018,Arkansas State,Sun Belt,8,5,13
2018,Ball State,Mid-American,4,8,12
2018,Buffalo,Mid-American,10,4,14
2018,UCF,American Athletic,12,1,13
2018,Central Michigan,Mid-American,1,11,12
2018,Cincinnati,American Athletic,11,2,13
2018,Eastern Michigan,Mid-American,7,6,13
2018,Florida Atlantic,Conference USA,5,7,12
2018,Florida International,Conference USA,9,4,13
2018,Georgia State,Sun Belt,2,10,12
2018,Iowa,Big Ten,9,4,13
2018,Kansas,Big 12,3,9,12
2018,Kansas State,Big 12,5,7,12
2018,Kent State,Mid-American,2,10,12
2018,Liberty,FBS Independents,6,6,12
2018,Louisiana Tech,Conference USA,8,5,13
2018,Miami,ACC,7,6,13
2018,Middle Tennessee,Conference USA,8,6,14
2018,Navy,American Athletic,3,10,13
2018,Charlotte,Conference USA,5,7,12
2018,UL Monroe,Sun Belt,6,6,12
2018,UNLV,Mountain West,4,8,12
2018,Nevada,Mountain West,8,5,13
2018,Northern Illinois,Mid-American,8,6,14
2018,Oregon,Pac-12,9,4,13
2018,Purdue,Big Ten,6,7,13
2018,SMU,American Athletic,5,7,12
2018,Southern Miss,Conference USA,6,5,11
2018,South Carolina,SEC,7,6,13
2018,TCU,Big 12,7,6,13
2018,Tennessee,SEC,5,7,12
2018,UTSA,Conference USA,3,9,12
2018,UTEP,Conference USA,1,11,12
2018,Texas Tech,Big 12,5,7,12
2018,Toledo,Mid-American,7,6,13
2018,Troy,Sun Belt,10,3,13
2018,Tulane,American Athletic,7,6,13
2018,Western Michigan,Mid-American,7,6,13
2018,Wyoming,Mountain West,6,6,12
2019,Auburn,SEC,9,4,13
2019,UAB,Conference USA,9,5,14
2019,South Alabama,Sun Belt,2,10,12
2019,Arkansas,SEC,2,10,12
2019,Arizona State,Pac-12,8,5,13
2019,Arizona,Pac-12,4,8,12
2019,San Diego State,Mountain West,10,3,13
2019,San José State,Mountain West,5,7,12
2019,Stanford,Pac-12,4,8,12
2019,California,Pac-12,8,5,13
2019,UCLA,Pac-12,4,8,12
2019,USC,Pac-12,8,5,13
2019,Colorado State,Mountain West,4,8,12
2019,Colorado,Pac-12,5,7,12
2019,UConn,American Athletic,2,10,12
2019,Florida State,ACC,6,7,13
2019,Florida,SEC,11,2,13
2019,South Florida,American Athletic,4,8,12
2019,Georgia Tech,ACC,3,9,12
2019,Georgia,SEC,12,2,14
2019,Hawai'i,Mountain West,10,5,15
2019,Iowa State,Big 12,7,6,13
2019,Boise State,Mountain West,12,2,14
2019,Northwestern,Big Ten,3,9,12
2019,Indiana,Big Ten,8,5,13
2019,Notre Dame,FBS Independents,11,2,13
2019,Kentucky,SEC,8,5,13
2019,Louisville,ACC,8,5,13
2019,Western Kentucky,Conference USA,9,4,13
2019,LSU,SEC,15,0,15
2019,Boston College,ACC,6,7,13
2019,Massachusetts,FBS Independents,1,11,12
2019,Maryland,Big Ten,3,9,12
2019,Michigan State,Big Ten,7,6,13
2019,Michigan,Big Ten,9,4,13
2019,Minnesota,Big Ten,11,2,13
2019,Missouri,SEC,6,6,12
2019,Ole Miss,SEC,4,8,12
2019,Duke,ACC,5,7,12
2019,East Carolina,American Athletic,4,8,12
2019,NC State,ACC,4,8,12
2019,North Carolina,ACC,7,6,13
2019,Wake Forest,ACC,8,5,13
2019,Nebraska,Big Ten,5,7,12
2019,Rutgers,Big Ten,2,10,12
2019,New Mexico State,FBS Independents,2,10,12
2019,New Mexico,Mountain West,2,10,12
2019,Syracuse,ACC,5,7,12
2019,Bowling Green,Mid-American,3,9,12
2019,Miami (OH),Mid-American,8,6,14
2019,Ohio State,Big Ten,13,1,14
2019,Ohio,Mid-American,7,6,13
2019,Oklahoma State,Big 12,8,5,13
2019,Oklahoma,Big 12,12,2,14
2019,Tulsa,American Athletic,4,8,12
2019,Oregon State,Pac-12,5,7,12
2019,Penn State,Big Ten,11,2,13
2019,Temple,American Athletic,8,5,13
2019,Pittsburgh,ACC,8,5,13
2019,Clemson,ACC,14,1,15
2019,Memphis,American Athletic,12,2,14
2019,Vanderbilt,SEC,3,9,12
2019,Baylor,Big 12,11,3,14
2019,Rice,Conference USA,3,9,12
2019,Texas A&M,SEC,8,5,13
2019,Houston,American Athletic,4,8,12
2019,North Texas,Conference USA,4,8,12
2019,Texas,Big 12,8,5,13
2019,BYU,FBS Independents,7,6,13
2019,Utah,Pac-12,11,3,14
2019,Virginia,ACC,9,5,14
2019,Virginia Tech,ACC,8,5,13
2019,Washington,Pac-12,8,5,13
2019,Washington State,Pac-12,6,7,13
2019,Wisconsin,Big Ten,10,4,14
2019,Marshall,Conference USA,8,5,13
2019,West Virginia,Big 12,5,7,12
2019,Fresno State,Mountain West,4,8,12
2019,Georgia Southern,Sun Belt,7,6,13
2019,Old Dominion,Conference USA,1,11,12
2019,Louisiana,Sun Belt,11,3,14
2019,Coastal Carolina,Sun Belt,5,7,12
2019,Texas State,Sun Belt,3,9,12
2019,Utah State,Mountain West,7,6,13
2019,Alabama,SEC,11,2,13
2019,Mississippi State,SEC,6,7,13
2019,Army,FBS Independents,5,8,13
2019,Illinois,Big Ten,6,7,13
2019,Air Force,Mountain West,11,2,13
2019,Akron,Mid-American,0,12,12
2019,App State,Sun Belt,13,1,14
2019,Arkansas State,Sun Belt,8,5,13
2019,Ball State,Mid-American,5,7,12
2019,Buffalo,Mid-American,8,5,13
2019,UCF,American Athletic,10,3,13
2019,Central Michigan,Mid-American,8,6,14
2019,Cincinnati,American Athletic,11,3,14
2019,Eastern Michigan,Mid-American,6,7,13
2019,Florida Atlantic,Conference USA,11,3,14
2019,Florida International,Conference USA,6,7,13
2019,Georgia State,Sun Belt,7,6,13
2019,Iowa,Big Ten,10,3,13
2019,Kansas,Big 12,3,9,12
2019,Kansas State,Big 12,8,5,13
2019,Kent State,Mid-American,7,6,13
2019,Liberty,FBS Independents,8,5,13
2019,Louisiana Tech,Conference USA,10,3,13
2019,Miami,ACC,6,7,13
2019,Middle Tennessee,Conference USA,4,8,12
2019,Navy,American Athletic,11,2,13
2019,Charlotte,Conference USA,7,6,13
2019,UL Monroe,Sun Belt,5,7,12
2019,UNLV,Mountain West,4,8,12
2019,Nevada,Mountain West,7,6,13
2019,Northern Illinois,Mid-American,5,7,12
2019,Oregon,Pac-12,12,2,14
2019,Purdue,Big Ten,4,8,12
2019,SMU,American Athletic,10,3,13
2019,Southern Miss,Conference USA,7,6,13
2019,South Carolina,SEC,4,8,12
2019,TCU,Big 12,5,7,12
2019,Tennessee,SEC,8,5,13
2019,UTSA,Conference USA,4,8,12
2019,UTEP,Conference USA,1,11,12
2019,Texas Tech,Big 12,4,8,12
2019,Toledo,Mid-American,6,6,12
2019,Troy,Sun Belt,5,7,12
2019,Tulane,American Athletic,7,6,13
2019,Western Michigan,Mid-American,7,6,13
2019,Wyoming,Mountain West,8,5,13
2020,Auburn,SEC,6,5,11
2020,UAB,Conference USA,6,3,9
2020,South Alabama,Sun Belt,4,7,11
2020,Arkansas,SEC,3,7,10
2020,Arizona State,Pac-12,2,2,4
2020,Arizona,Pac-12,0,5,5
2020,San Diego State,Mountain West,4,4,8
2020,San José State,Mountain West,7,1,8
2020,Stanford,Pac-12,4,2,6
2020,California,Pac-12,1,3,4
2020,UCLA,Pac-12,3,4,7
2020,USC,Pac-12,5,1,6
2020,Colorado State,Mountain West,1,3,4
2020,Colorado,Pac-12,4,2,6
2020,Florida State,ACC,3,6,9
2020,Florida,SEC,8,4,12
2020,South Florida,American Athletic,1,8,9
2020,Georgia Tech,ACC,3,7,10
2020,Georgia,SEC,8,2,10
2020,Hawai'i,Mountain West,5,4,9
2020,Iowa State,Big 12,9,3,12
2020,Boise State,Mountain West,5,2,7
2020,Northwestern,Big Ten,7,2,9
2020,Indiana,Big Ten,6,2,8
2020,Notre Dame,FBS Independents,10,2,12
2020,Kentucky,SEC,5,6,11
2020,Louisville,ACC,4,7,11
2020,Western Kentucky,Conference USA,5,7,12
2020,LSU,SEC,5,5,10
2020,Boston College,ACC,6,5,11
2020,Massachusetts,FBS Independents,0,4,4
2020,Maryland,Big Ten,2,3,5
2020,Michigan State,Big Ten,2,5,7
2020,Michigan,Big Ten,2,4,6
2020,Minnesota,Big Ten,3,4,7
2020,Missouri,SEC,5,5,10
2020,Ole Miss,SEC,5,5,10
2020,Duke,ACC,2,9,11
2020,East Carolina,American Athletic,3,6,9
2020,NC State,ACC,8,4,12
2020,North Carolina,ACC,8,4,12
2020,Wake Forest,ACC,4,5,9
2020,Nebraska,Big Ten,3,5,8
2020,Rutgers,Big Ten,3,6,9
2020,New Mexico State,FBS Independents,1,1,2
2020,New Mexico,Mountain West,2,5,7
2020,Syracuse,ACC,1,10,11
2020,Bowling Green,Mid-American,0,5,5
2020,Miami (OH),Mid-American,2,1,3
2020,Ohio State,Big Ten,7,1,8
2020,Ohio,Mid-American,2,1,3
2020,Oklahoma State,Big 12,8,3,11
2020,Oklahoma,Big 12,9,2,11
2020,Tulsa,American Athletic,6,3,9
2020,Oregon State,Pac-12,2,5,7
2020,Penn State,Big Ten,4,5,9
2020,Temple,American Athletic,1,6,7
2020,Pittsburgh,ACC,6,5,11
2020,Clemson,ACC,10,2,12
2020,Memphis,American Athletic,8,3,11
2020,Vanderbilt,SEC,0,9,9
2020,Baylor,Big 12,2,7,9
2020,Rice,Conference USA,2,3,5
2020,Texas A&M,SEC,9,1,10
2020,Houston,American Athletic,3,5,8
2020,North Texas,Conference USA,4,6,10
2020,Texas,Big 12,7,3,10
2020,BYU,FBS Independents,11,1,12
2020,Utah,Pac-12,3,2,5
2020,Virginia,ACC,5,5,10
2020,Virginia Tech,ACC,5,6,11
2020,Washington,Pac-12,3,1,4
2020,Washington State,Pac-12,1,3,4
2020,Wisconsin,Big Ten,4,3,7
2020,Marshall,Conference USA,7,3,10
2020,West Virginia,Big 12,6,4,10
2020,Fresno State,Mountain West,3,3,6
2020,Georgia Southern,Sun Belt,8,5,13
2020,Louisiana,Sun Belt,10,1,11
2020,Coastal Carolina,Sun Belt,11,1,12
2020,Texas State,Sun Belt,2,10,12
2020,Utah State,Mountain West,1,5,6
2020,Alabama,SEC,13,0,13
2020,Mississippi State,SEC,4,7,11
2020,Army,FBS Independents,9,3,12
2020,Illinois,Big Ten,2,6,8
2020,Air Force,Mountain West,3,3,6
2020,Akron,Mid-American,1,5,6
2020,App State,Sun Belt,9,3,12
2020,Arkansas State,Sun Belt,4,7,11
2020,Ball State,Mid-American,7,1,8
2020,Buffalo,Mid-American,6,1,7
2020,UCF,American Athletic,6,4,10
2020,Central Michigan,Mid-American,3,3,6
2020,Cincinnati,American Athletic,9,1,10
2020,Eastern Michigan,Mid-American,2,4,6
2020,Florida Atlantic,Conference USA,5,4,9
2020,Florida International,Conference USA,0,5,5
2020,Georgia State,Sun Belt,6,4,10
2020,Iowa,Big Ten,6,2,8
2020,Kansas,Big 12,0,9,9
2020,Kansas State,Big 12,4,6,10
2020,Kent State,Mid-American,3,1,4
2020,Liberty,FBS Independents,10,1,11
2020,Louisiana Tech,Conference USA,5,5,10
2020,Miami,ACC,8,3,11
2020,Middle Tennessee,Conference USA,3,6,9
2020,Navy,American Athletic,3,7,10
2020,Charlotte,Conference USA,2,4,6
2020,UL Monroe,Sun Belt,0,10,10
2020,UNLV,Mountain West,0,6,6
2020,Nevada,Mountain West,7,2,9
2020,Northern Illinois,Mid-American,0,6,6
2020,Oregon,Pac-12,4,3,7
2020,Purdue,Big Ten,2,4,6
2020,SMU,American Athletic,7,3,10
2020,Southern Miss,Conference USA,3,7,10
2020,South Carolina,SEC,2,8,10
2020,TCU,Big 12,6,4,10
2020,Tennessee,SEC,3,7,10
2020,UTSA,Conference USA,7,5,12
2020,UTEP,Conference USA,3,5,8
2020,Texas Tech,Big 12,4,6,10
2020,Toledo,Mid-American,4,2,6
2020,Troy,Sun Belt,5,6,11
2020,Tulane,American Athletic,6,6,12
2020,Western Michigan,Mid-American,4,2,6
2020,Wyoming,Mountain West,2,4,6
2021,Auburn,SEC,6,7,13
2021,UAB,Conference USA,9,4,13
2021,South Alabama,Sun Belt,5,7,12
2021,Arkansas,SEC,9,4,13
2021,Arizona State,Pac-12,8,5,13
2021,Arizona,Pac-12,1,11,12
2021,San Diego State,Mountain West,12,2,14
2021,San José State,Mountain West,5,7,12
2021,Stanford,Pac-12,3,9,12
2021,California,Pac-12,5,7,12
2021,UCLA,Pac-12,8,4,12
2021,USC,Pac-12,4,8,12
2021,Colorado State,Mountain West,3,9,12
2021,Colorado,Pac-12,4,8,12
2021,UConn,FBS Independents,1,11,12
2021,Florida State,ACC,5,7,12
2021,Florida,SEC,6,7,13
2021,South Florida,American Athletic,2,10,12
2021,Georgia Tech,ACC,3,9,12
2021,Georgia,SEC,14,1,15
2021,Hawai'i,Mountain West,6,7,13
2021,Iowa State,Big 12,7,6,13
2021,Boise State,Mountain West,7,5,12
2021,Northwestern,Big Ten,3,9,12
2021,Indiana,Big Ten,2,10,12
2021,Notre Dame,FBS Independents,11,2,13
2021,Kentucky,SEC,10,3,13
2021,Louisville,ACC,6,7,13
2021,Western Kentucky,Conference USA,9,5,14
2021,LSU,SEC,6,7,13
2021,Boston College,ACC,6,6,12
2021,Massachusetts,FBS Independents,1,11,12
2021,Maryland,Big Ten,7,6,13
2021,Michigan State,Big Ten,11,2,13
2021,Michigan,Big Ten,12,2,14
2021,Minnesota,Big Ten,9,4,13
2021,Missouri,SEC,6,7,13
2021,Ole Miss,SEC,10,3,13
2021,Duke,ACC,3,9,12
2021,East Carolina,American Athletic,7,5,12
2021,NC State,ACC,9,3,12
2021,North Carolina,ACC,6,7,13
2021,Wake Forest,ACC,11,3,14
2021,Nebraska,Big Ten,3,9,12
2021,Rutgers,Big Ten,5,8,13
2021,New Mexico State,FBS Independents,2,10,12
2021,New Mexico,Mountain West,3,9,12
2021,Syracuse,ACC,5,7,12
2021,Bowling Green,Mid-American,4,8,12
2021,Miami (OH),Mid-American,7,6,13
2021,Ohio State,Big Ten,11,2,13
2021,Ohio,Mid-American,3,9,12
2021,Oklahoma State,Big 12,12,2,14
2021,Oklahoma,Big 12,11,2,13
2021,Tulsa,American Athletic,7,6,13
2021,Oregon State,Pac-12,7,6,13
2021,Penn State,Big Ten,7,6,13
2021,Temple,American Athletic,3,9,12
2021,Pittsburgh,ACC,11,3,14
2021,Clemson,ACC,10,3,13
2021,Memphis,American Athletic,6,6,12
2021,Vanderbilt,SEC,2,10,12
2021,Baylor,Big 12,12,2,14
2021,Rice,Conference USA,4,8,12
2021,Texas A&M,SEC,8,4,12
2021,Houston,American Athletic,12,2,14
2021,North Texas,Conference USA,6,7,13
2021,Texas,Big 12,5,7,12
2021,BYU,FBS Independents,10,3,13
2021,Utah,Pac-12,10,4,14
2021,Virginia,ACC,6,6,12
2021,Virginia Tech,ACC,6,7,13
2021,Washington,Pac-12,4,8,12
2021,Washington State,Pac-12,7,6,13
2021,Wisconsin,Big Ten,9,4,13
2021,Marshall,Conference USA,7,6,13
2021,West Virginia,Big 12,6,7,13
2021,Fresno State,Mountain West,10,3,13
2021,Georgia Southern,Sun Belt,3,9,12
2021,Old Dominion,Conference USA,6,7,13
2021,Louisiana,Sun Belt,13,1,14
2021,Coastal Carolina,Sun Belt,11,2,13
2021,Texas State,Sun Belt,4,8,12
2021,Utah State,Mountain West,11,3,14
2021,Alabama,SEC,13,2,15
2021,Mississippi State,SEC,7,6,13
2021,Army,FBS Independents,9,4,13
