year,team,rec_rank,rec_points,draft_picks_total,draft_score_total,first_round_total,draft_years_covered,complete_window,expected_draft_score,development_residual,sp_rating,sp_ranking,conference,wins,losses,games,coach_name,coach_sp_overall,win_pct
2012,Iowa State,67,155.41,0,0,0,3,True,18.554409495318502,-18.554409495318502,4.4,56.0,Big 12,6.0,7.0,13.0,Paul Rhoads,4.4,0.46153846153846156
2012,Southern Miss,68,150.61,3,3,0,3,True,17.700873371343214,-14.700873371343214,-18.6,114.0,Sun Belt,0.0,12.0,12.0,Ellis Johnson,-18.6,0.0
2012,Boston College,69,150.03,7,14,0,3,True,17.597737756362868,-3.597737756362868,-2.8,74.0,ACC,2.0,10.0,12.0,Frank Spaziani,-2.8,0.16666666666666666
2012,SMU,70,149.82,0,0,0,3,True,17.56039555093895,-17.56039555093895,-7.6,86.0,ACC,7.0,6.0,13.0,June Jones,-7.6,0.5384615384615384
2012,BYU,71,148.63,2,7,0,3,True,17.348789720203406,-10.348789720203406,10.9,39.0,Big 12,8.0,5.0,13.0,Bronco Mendenhall,10.9,0.6153846153846154
2012,UConn,72,143.96,3,13,1,3,True,16.51837019958579,-3.518370199585789,-0.7,68.0,FBS Independents,5.0,7.0,12.0,Paul Pasqualoni,-0.7,0.4166666666666667
2012,Kansas State,73,139.67,5,15,0,3,True,15.755522288782869,-0.7555222887828688,22.7,11.0,Big 12,11.0,2.0,13.0,Bill Snyder,22.7,0.8461538461538461
2012,Temple,74,139.63,6,20,1,3,True,15.748409487749743,4.251590512250255,-11.6,98.0,American Athletic,4.0,7.0,11.0,Steve Addazio,-11.6,0.36363636363636365
2012,San Diego State,75,139.37,4,11,0,3,True,15.702176281034417,-4.702176281034417,2.4,60.0,Pac-12,9.0,4.0,13.0,Rocky Long,2.4,0.6923076923076923
2012,Toledo,76,138.36,3,8,0,3,True,15.522578054947957,-7.522578054947955,-4.0,77.0,Mid-American,9.0,4.0,13.0,Matt Campbell,-4.0,0.6923076923076923
2012,Nevada,77,135.19,0,0,0,3,True,14.958888573072604,-14.958888573072604,-2.0,72.0,Mountain West,7.0,6.0,13.0,Chris Ault,-2.0,0.5384615384615384
2012,Marshall,78,134.93,1,1,0,3,True,14.91265536635728,-13.91265536635728,-1.4,71.0,Sun Belt,5.0,7.0,12.0,Doc Holliday,-1.4,0.4166666666666667
2012,Florida International,79,134.46,1,4,0,3,True,14.829079954218033,-10.829079954218033,-12.7,103.0,Conference USA,3.0,9.0,12.0,Mario Cristobal,-12.7,0.25
2012,East Carolina,80,133.06,2,8,0,3,True,14.580131918058571,-6.580131918058571,-5.5,82.0,American Athletic,8.0,5.0,13.0,Ruffin McNeill,-5.5,0.6153846153846154
2012,Kansas,81,128.07,3,4,0,3,True,13.69280998917593,-9.69280998917593,-12.6,102.0,Big 12,1.0,11.0,12.0,Charlie Weis,-12.6,0.08333333333333333
2012,Florida Atlantic,82,125.72,2,8,0,3,True,13.274932928479696,-5.274932928479695,-17.9,113.0,American Athletic,3.0,9.0,12.0,Carl Pelini,-17.9,0.25
2012,Tulane,83,124.65,3,4,0,3,True,13.08466550084354,-9.08466550084354,-22.5,118.0,American Athletic,2.0,10.0,12.0,Mark Hutson,-22.5,0.16666666666666666
2012,Tulane,83,124.65,3,4,0,3,True,13.08466550084354,-9.08466550084354,-22.5,118.0,American Athletic,2.0,10.0,12.0,Curtis Johnson,-22.5,0.16666666666666666
2012,Hawai'i,84,124.09,1,1,0,3,True,12.985086286379756,-11.985086286379756,-19.1,115.0,Mountain West,3.0,9.0,12.0,Norm Chow,-19.1,0.25
2012,Rice,85,123.63,1,1,0,3,True,12.903289074498788,-11.903289074498788,-7.6,86.0,American Athletic,7.0,6.0,13.0,David Bailiff,-7.6,0.5384615384615384
2012,Air Force,86,121.39,0,0,0,3,True,12.504972216643656,-12.504972216643656,-10.0,95.0,Mountain West,6.0,7.0,13.0,Troy Calhoun,-10.0,0.46153846153846156
2012,Miami (OH),87,121.01,1,5,0,3,True,12.437400606828946,-7.437400606828946,-16.2,109.0,Mid-American,4.0,8.0,12.0,Don Treadwell,-16.2,0.3333333333333333
2012,New Mexico State,88,120.43,0,0,0,3,True,12.3342649918486,-12.3342649918486,-33.3,123.0,Conference USA,1.0,11.0,12.0,DeWayne Walker,-33.3,0.08333333333333333
2012,Tulsa,89,120.37,0,0,0,3,True,12.323595790298908,-12.323595790298908,2.6,59.0,American Athletic,11.0,3.0,14.0,Bill Blankenship,2.6,0.7857142857142857
2012,Central Michigan,90,120.28,2,2,0,3,True,12.307591987974371,-10.307591987974371,-11.6,98.0,Mid-American,7.0,6.0,13.0,Dan Enos,-11.6,0.5384615384615384
2012,Western Michigan,91,120.13,5,17,1,3,True,12.280918984100142,4.719081015899858,-9.8,93.0,Mid-American,4.0,8.0,12.0,Bill Cubit,-9.8,0.3333333333333333
2012,Memphis,92,116.8,4,12,1,3,True,11.68877829809229,0.3112217019077103,-10.0,95.0,American Athletic,4.0,8.0,12.0,Justin Fuente,-10.0,0.3333333333333333
2012,Ohio,93,116.72,2,6,0,3,True,11.674552696026035,-5.674552696026035,-8.0,89.0,Mid-American,9.0,4.0,13.0,Frank Solich,-8.0,0.6923076923076923
2012,Bowling Green,94,115.2,0,0,0,3,True,11.404266256767196,-11.404266256767196,-4.0,77.0,Mid-American,8.0,5.0,13.0,Dave Clawson,-4.0,0.6153846153846154
2012,New Mexico,95,113.27,0,0,0,3,True,11.061073606918796,-11.061073606918796,-13.4,105.0,Mountain West,4.0,9.0,13.0,Bob Davie,-13.4,0.3076923076923077
2012,UCF,96,113.11,3,14,1,3,True,11.032622402786286,2.967377597213714,6.3,48.0,Big 12,10.0,4.0,14.0,George O'Leary,6.3,0.7142857142857143
2012,Western Kentucky,97,111.94,5,14,0,3,True,10.824572972567312,3.175427027432688,-4.7,81.0,Conference USA,7.0,6.0,13.0,Willie Taggart,-4.7,0.5384615384615384
2012,Louisiana Tech,98,111.9,6,18,1,3,True,10.817460171534185,7.182539828465815,0.2,63.0,Conference USA,9.0,3.0,12.0,Sonny Dykes,0.2,0.75
2012,Troy,99,111.64,1,4,0,3,True,10.771226964818856,-6.771226964818856,-3.5,76.0,Sun Belt,5.0,7.0,12.0,Larry Blakeney,-3.5,0.4166666666666667
2012,North Texas,100,108.78,0,0,0,3,True,10.262661690950248,-10.262661690950248,-14.4,107.0,American Athletic,4.0,8.0,12.0,Dan McCarney,-14.4,0.3333333333333333
2012,UNLV,101,106.3,0,0,0,3,True,9.821668026896347,-9.821668026896347,-16.7,111.0,Mountain West,2.0,11.0,13.0,Bobby Hauck,-16.7,0.15384615384615385
2012,Kent State,102,105.08,0,0,0,3,True,9.604727595385963,-9.604727595385963,-0.1,66.0,Mid-American,11.0,3.0,14.0,Darrell Hazell,-0.1,0.7857142857142857
2012,Northern Illinois,103,104.53,2,5,0,3,True,9.506926581180464,-4.506926581180464,12.4,33.0,Mountain West,12.0,2.0,14.0,Rod Carey,12.4,0.8571428571428571
2012,Northern Illinois,103,104.53,2,5,0,3,True,9.506926581180464,-4.506926581180464,12.4,33.0,Mountain West,12.0,2.0,14.0,Dave Doeren,12.4,0.8571428571428571
2012,San José State,104,103.14,3,5,0,3,True,9.259756745279285,-4.259756745279285,9.7,42.0,Mountain West,11.0,2.0,13.0,Mike MacIntyre,9.7,0.8461538461538461
2012,Ball State,105,103.09,0,0,0,3,True,9.25086574398788,-9.25086574398788,-2.6,73.0,Mid-American,9.0,4.0,13.0,Pete Lembo,-2.6,0.6923076923076923
2012,UTEP,106,102.75,1,2,0,3,True,9.190406935206296,-7.190406935206296,-16.1,108.0,Mountain West,3.0,9.0,12.0,Mike Price,-16.1,0.25
2012,Louisiana,107,97.59,2,2,0,3,True,8.272855601932863,-6.2728556019328625,0.0,64.0,Sun Belt,9.0,4.0,13.0,Mark Hudspeth,0.0,0.6923076923076923
2012,Eastern Michigan,108,96.95,2,2,0,3,True,8.159050785402824,-6.159050785402824,-23.0,119.0,Mid-American,2.0,10.0,12.0,Ron English,-23.0,0.16666666666666666
2012,UAB,109,96.91,2,3,0,3,True,8.151937984369694,-5.1519379843696935,-11.1,97.0,American Athletic,3.0,9.0,12.0,Garrick McGee,-11.1,0.25
2012,Idaho,110,96.07,0,0,0,3,True,8.00256916267402,-8.00256916267402,-30.6,122.0,Big Sky,1.0,11.0,12.0,,,0.08333333333333333
2012,Utah State,111,96.05,3,9,0,3,True,7.999012762157458,1.0009872378425424,11.0,37.0,Pac-12,11.0,2.0,13.0,Gary Andersen,11.0,0.8461538461538461
2012,Texas State,112,94.09,2,6,0,3,True,7.650485511534216,-1.6504855115342156,-12.9,104.0,Pac-12,4.0,8.0,12.0,Dennis Franchione,-12.9,0.3333333333333333
2012,South Alabama,113,93.33,1,5,0,3,True,7.515342291904796,-2.515342291904796,-25.5,121.0,Sun Belt,2.0,11.0,13.0,Joey Jones,-25.5,0.15384615384615385
2012,Wyoming,114,92.41,3,4,0,3,True,7.351747868142864,-3.351747868142864,-14.2,106.0,Mountain West,4.0,8.0,12.0,Dave Christensen,-14.2,0.3333333333333333
2012,Fresno State,115,89.62,3,4,0,3,True,6.8556299960822304,-2.8556299960822304,12.5,32.0,Pac-12,9.0,4.0,13.0,Tim DeRuyter,12.5,0.6923076923076923
2012,UL Monroe,116,89.23,1,2,0,3,True,6.786280186009238,-4.786280186009238,-12.0,101.0,Sun Belt,8.0,5.0,13.0,Todd Berry,-12.0,0.6153846153846154
2012,Buffalo,117,89.13,2,2,0,3,True,6.768498183426418,-4.768498183426418,-16.3,110.0,Mid-American,4.0,8.0,12.0,Jeff Quinn,-16.3,0.3333333333333333
2012,Navy,118,89.01,2,3,0,3,True,6.7471597803270384,-3.7471597803270384,-8.1,90.0,American Athletic,8.0,5.0,13.0,Ken Niumatalolo,-8.1,0.6153846153846154
2012,Middle Tennessee,119,87.49,1,4,0,3,True,6.476873341068195,-2.4768733410681953,-7.5,85.0,Conference USA,8.0,4.0,12.0,Rick Stockstill,-7.5,0.6666666666666666
2012,Colorado State,120,74.75,4,12,0,3,True,4.2114462120171225,7.788553787982877,-9.7,92.0,Pac-12,4.0,8.0,12.0,Jim McElwain,-9.7,0.3333333333333333
2012,Akron,121,70.1,1,2,0,3,True,3.3845830919160633,-1.384583091916063,-19.5,116.0,Mid-American,1.0,11.0,12.0,Terry Bowden,-19.5,0.08333333333333333
2012,UTSA,122,62.13,1,1,0,3,True,1.967357486065433,-0.967357486065433,-20.1,117.0,American Athletic,8.0,4.0,12.0,Larry Coker,-20.1,0.6666666666666666
2012,South Carolina State,123,58.91,2,5,0,3,True,1.394777002898678,3.605222997101322,,,,,,,,,
2012,James Madison,124,54.11,0,0,0,3,True,0.5412408789233911,-0.5412408789233911,,,,,,,,,
2012,App State,125,46.27,1,2,0,3,True,-0.852868123569575,2.852868123569575,,,,,,,,,
2012,Army,126,45.41,0,0,0,3,True,-1.0057933457818162,1.0057933457818162,-23.1,120.0,American Athletic,2.0,10.0,12.0,Rich Ellerson,-23.1,0.16666666666666666
2012,Old Dominion,127,40.57,0,0,0,3,True,-1.8664422707902288,1.8664422707902288,,,,,,,,,
2012,Georgia State,128,28.35,1,1,0,3,True,-4.0394029864106455,5.0394029864106455,,,,,,,,,
2012,Youngstown State,129,28.33,2,6,0,3,True,-4.04295938692721,10.04295938692721,,,,,,,,,
2012,Portland State,130,26.61,0,0,0,3,True,-4.348809831351687,4.348809831351687,,,,,,,,,
2012,Georgia Southern,131,25.1,2,4,0,3,True,-4.617318070352246,8.617318070352246,,,,,,,,,
2012,Eastern Washington,132,24.65,3,8,0,3,True,-4.697337081974929,12.69733708197493,,,,,,,,,
2012,Bethune-Cookman,133,23.44,0,0,0,3,True,-4.912499313227032,4.912499313227032,,,,,,,,,
2012,Liberty,134,22.63,0,0,0,3,True,-5.056533534147863,5.056533534147863,,,,,,,,,
2012,Gardner-Webb,135,22.12,0,0,0,3,True,-5.147221747320236,5.147221747320236,,,,,,,,,
2012,McNeese,136,21.19,0,0,0,3,True,-5.312594371340448,5.312594371340448,,,,,,,,,
2012,Pennsylvania,137,21.17,0,0,0,3,True,-5.316150771857012,5.316150771857012,,,,,,,,,
2012,Massachusetts,138,19.91,1,2,0,3,True,-5.5402040044005245,7.5402040044005245,-34.4,124.0,Mid-American,1.0,11.0,12.0,Charley Molnar,-34.4,0.08333333333333333
2012,Charlotte,140,19.34,1,4,0,3,True,-5.64156141912259,9.64156141912259,,,,,,,,,
2012,Tennessee State,141,19.26,2,3,0,3,True,-5.655787021188845,8.655787021188845,,,,,,,,,
2012,Yale,142,18.55,0,0,0,3,True,-5.782039239526855,5.782039239526855,,,,,,,,,
2012,Hampton,143,17.8,0,0,0,3,True,-5.915404258897994,5.915404258897994,,,,,,,,,
2012,Northern Iowa,144,17.64,2,7,0,3,True,-5.943855463030504,12.943855463030504,,,,,,,,,
2012,Wagner,148,13.76,0,0,0,3,True,-6.633797163243861,6.633797163243861,,,,,,,,,
2012,Montana,149,11.2,1,1,0,3,True,-7.089016429364014,8.089016429364014,,,,,,,,,
2012,Lamar,150,11.11,1,4,0,3,True,-7.10502023168855,11.105020231688547,,,,,,,,,
2012,William & Mary,151,11.07,2,2,0,3,True,-7.112133032721677,9.112133032721676,,,,,,,,,
2012,Towson,152,10.79,1,2,0,3,True,-7.161922639953569,9.16192263995357,,,,,,,,,
2012,Coastal Carolina,153,10.62,1,1,0,3,True,-7.19215204434436,8.192152044344361,,,,,,,,,
2012,Southern Illinois,154,10.61,1,2,0,3,True,-7.193930244602642,9.193930244602642,,,,,,,,,
2012,Western Illinois,155,10.55,0,0,0,3,True,-7.204599446152333,7.204599446152333,,,,,,,,,
2012,Lehigh,156,10.54,0,0,0,3,True,-7.206377646410616,7.206377646410616,,,,,,,,,
2012,Chattanooga,157,10.48,2,3,0,3,True,-7.217046847960306,10.217046847960306,,,,,,,,,
2012,Delaware State,158,10.48,1,3,0,3,True,-7.217046847960306,10.217046847960306,,,,,,,,,
2012,Princeton,159,10.24,1,3,0,3,True,-7.25972365415907,10.259723654159073,,,,,,,,,
2012,Southeast Missouri State,161,9.99,0,0,0,3,True,-7.304178660616117,7.304178660616117,,,,,,,,,
2012,Texas Southern,162,9.93,1,3,0,3,True,-7.314847862165808,10.314847862165808,,,,,,,,,
2012,Monmouth,163,8.39,1,1,0,3,True,-7.588690701941212,8.588690701941212,,,,,,,,,
2012,Weber State,164,7.99,0,0,0,3,True,-7.659818712272486,7.659818712272486,,,,,,,,,
2012,Eastern Kentucky,166,7.49,1,5,0,3,True,-7.748728725186578,12.748728725186576,,,,,,,,,
2012,Montana State,167,7.32,1,1,0,3,True,-7.7789581295773695,8.778958129577369,,,,,,,,,
2012,Harvard,169,6.67,1,2,0,3,True,-7.89454114636569,9.89454114636569,,,,,,,,,
2012,North Dakota,170,6.67,0,0,0,3,True,-7.89454114636569,7.89454114636569,,,,,,,,,
2012,Grambling,171,6.67,1,4,0,3,True,-7.89454114636569,11.89454114636569,,,,,,,,,
2012,Elon,172,6.67,0,0,0,3,True,-7.89454114636569,7.89454114636569,,,,,,,,,
2012,Cornell,173,6.67,0,0,0,3,True,-7.89454114636569,7.89454114636569,,,,,,,,,
2012,South Dakota State,174,6.67,0,0,0,3,True,-7.89454114636569,7.89454114636569,,,,,,,,,
2012,Northern Colorado,175,6.67,0,0,0,3,True,-7.89454114636569,7.89454114636569,,,,,,,,,
2012,Southern Utah,176,6.67,2,5,0,3,True,-7.89454114636569,12.89454114636569,,,,,,,,,
2012,Norfolk State,179,6.36,0,0,0,3,True,-7.949665354372427,7.949665354372427,,,,,,,,,
2012,Presbyterian,180,5.98,0,0,0,3,True,-8.017236964187138,8.017236964187138,,,,,,,,,
2012,North Carolina Central,181,4.98,1,3,0,3,True,-8.195056990015322,11.195056990015322,,,,,,,,,
2012,Western Carolina,182,4.98,0,0,0,3,True,-8.195056990015322,8.195056990015322,,,,,,,,,
2012,Richmond,183,4.35,0,0,0,3,True,-8.307083606287078,8.307083606287078,,,,,,,,,
2012,The Citadel,184,4.31,0,0,0,3,True,-8.314196407320205,8.314196407320205,,,,,,,,,
2012,Central Arkansas,186,3.98,2,2,0,3,True,-8.372877015843507,10.372877015843509,,,,,,,,,
2012,Furman,187,3.31,0,0,0,3,True,-8.49201643314839,8.49201643314839,,,,,,,,,
2012,Cal Poly,188,2.98,0,0,0,3,True,-8.550697041671691,8.550697041671691,,,,,,,,,
2012,Delaware,189,0.98,1,2,0,3,True,-8.90633709332806,10.90633709332806,,,,,,,,,
2013,Alabama,1,319.5,29,134,9,3,True,47.73289753346533,86.26710246653468,34.1,2.0,SEC,11.0,2.0,13.0,Nick Saban,34.1,0.8461538461538461
2013,Ohio State,2,303.35,26,131,10,3,True,44.861104116340144,86.13889588365986,28.4,5.0,Big Ten,12.0,2.0,14.0,Urban Meyer,28.4,0.8571428571428571
2013,Florida,3,291.89,20,75,4,3,True,42.823286620349144,32.176713379650856,9.0,46.0,SEC,4.0,8.0,12.0,Will Muschamp,9.0,0.3333333333333333
2013,Michigan,4,288.74,16,56,2,3,True,42.263153538990366,13.736846461009634,11.1,39.0,Big Ten,7.0,6.0,13.0,Brady Hoke,11.1,0.5384615384615384
2013,Notre Dame,5,284.77,13,59,4,3,True,41.557208036452465,17.442791963547535,13.2,30.0,FBS Independents,9.0,4.0,13.0,Brian Kelly,13.2,0.6923076923076923
2013,LSU,6,281.05,20,72,3,3,True,40.89571754037163,31.104282459628372,28.7,3.0,SEC,10.0,3.0,13.0,Les Miles,28.7,0.7692307692307693
2013,UCLA,7,276.33,18,60,4,3,True,40.05640701846259,19.943592981537407,20.0,18.0,Big Ten,10.0,3.0,13.0,Jim Mora,20.0,0.7692307692307693
2013,Ole Miss,8,275.52,13,45,4,3,True,39.91237279754176,5.087627202458243,12.4,31.0,SEC,8.0,5.0,13.0,Hugh Freeze,12.4,0.6153846153846154
2013,Texas A&M,9,267.75,11,42,2,3,True,38.53071119685677,3.469288803143229,20.4,16.0,SEC,9.0,4.0,13.0,Kevin Sumlin,20.4,0.6923076923076923
2013,Auburn,10,267.46,11,34,0,3,True,38.47914338936659,-4.479143389366591,25.2,6.0,SEC,12.0,2.0,14.0,Gus Malzahn,25.2,0.8571428571428571
2013,Florida State,11,262.69,12,44,2,3,True,37.630941866166154,6.369058133833846,38.5,1.0,ACC,14.0,0.0,14.0,Jimbo Fisher,38.5,1.0
2013,Georgia,12,260.38,12,50,4,3,True,37.22017760650304,12.779822393496955,25.1,7.0,SEC,8.0,5.0,13.0,Mark Richt,25.1,0.6153846153846154
2013,USC,13,256.44,13,52,2,3,True,36.51956670474,15.48043329526,22.5,10.0,Big Ten,10.0,4.0,14.0,Clay Helton,22.5,0.7142857142857143
2013,USC,13,256.44,13,52,2,3,True,36.51956670474,15.48043329526,22.5,10.0,Big Ten,10.0,4.0,14.0,Lane Kiffin,22.5,0.7142857142857143
2013,USC,13,256.44,13,52,2,3,True,36.51956670474,15.48043329526,22.5,10.0,Big Ten,10.0,4.0,14.0,Ed Orgeron,22.5,0.7142857142857143
2013,Miami,14,249.66,17,43,2,3,True,35.313946929624905,7.686053070375095,16.9,25.0,ACC,9.0,4.0,13.0,Al Golden,16.9,0.6923076923076923
2013,Clemson,15,249.66,18,62,3,3,True,35.313946929624905,26.686053070375095,24.5,8.0,ACC,11.0,2.0,13.0,Dabo Swinney,24.5,0.8461538461538461
2013,Oklahoma,16,241.93,12,40,1,3,True,33.93939812997304,6.060601870026957,19.6,21.0,SEC,11.0,2.0,13.0,Bob Stoops,19.6,0.8461538461538461
2013,Texas,17,234.52,6,19,0,3,True,32.62175173858619,-13.621751738586193,10.5,42.0,SEC,8.0,5.0,13.0,Mack Brown,10.5,0.6153846153846154
2013,Washington,18,234.2,12,42,2,3,True,32.564849330321174,9.435150669678826,20.5,15.0,Big Ten,9.0,4.0,13.0,Steve Sarkisian,20.5,0.6923076923076923
2013,Washington,18,234.2,12,42,2,3,True,32.564849330321174,9.435150669678826,20.5,15.0,Big Ten,9.0,4.0,13.0,Marques Tuiasosopo,20.5,0.6923076923076923
2013,Oregon,19,227.16,4,14,1,3,True,31.31299634849075,-17.31299634849075,28.7,3.0,Big Ten,11.0,2.0,13.0,Mark Helfrich,28.7,0.8461538461538461
2013,South Carolina,20,224.01,4,13,1,3,True,30.75286326713197,-17.75286326713197,19.8,19.0,SEC,11.0,2.0,13.0,Steve Spurrier,19.8,0.8461538461538461
2013,Virginia Tech,21,223.82,11,28,2,3,True,30.71907746222461,-2.719077462224611,14.9,26.0,ACC,8.0,5.0,13.0,Frank Beamer,14.9,0.6153846153846154
2013,Nebraska,22,220.72,6,15,0,3,True,30.167835382157243,-15.167835382157245,11.6,36.0,Big Ten,9.0,4.0,13.0,Bo Pelini,11.6,0.6923076923076923
2013,Arkansas,23,216.6,10,25,1,3,True,29.43521687574512,-4.43521687574512,1.5,65.0,SEC,3.0,9.0,12.0,Bret Bielema,1.5,0.25
2013,Mississippi State,24,214.76,8,20,0,3,True,29.108028028221263,-9.108028028221264,10.7,41.0,SEC,7.0,6.0,13.0,Dan Mullen,10.7,0.5384615384615384
2013,Tennessee,25,214.06,9,30,1,3,True,28.983554010141532,1.016445989858468,5.1,57.0,SEC,5.0,7.0,12.0,Butch Jones,5.1,0.4166666666666667
2013,Vanderbilt,26,211.23,4,12,0,3,True,28.48032333704777,-16.48032333704777,7.5,52.0,SEC,9.0,4.0,13.0,James Franklin,7.5,0.6923076923076923
2013,Baylor,27,209.23,7,20,1,3,True,28.1246832853914,-8.124683285391399,20.4,16.0,Big 12,11.0,2.0,13.0,Art Briles,20.4,0.8461538461538461
2013,North Carolina,28,206.42,9,27,1,3,True,27.625009012814196,-0.6250090128141963,13.7,29.0,ACC,7.0,6.0,13.0,Larry Fedora,13.7,0.5384615384615384
2013,Virginia,29,201.88,3,5,0,3,True,26.817706095554243,-21.817706095554243,-5.2,82.0,ACC,2.0,10.0,12.0,Mike London,-5.2,0.16666666666666666
2013,West Virginia,30,201.03,8,27,1,3,True,26.66655907360029,0.3334409263997102,-0.9,72.0,Big 12,4.0,8.0,12.0,Dana Holgorsen,-0.9,0.3333333333333333
2013,Oklahoma State,31,199.52,7,19,0,3,True,26.39805083459973,-7.398050834599729,21.8,12.0,Big 12,10.0,3.0,13.0,Mike Gundy,21.8,0.7692307692307693
2013,Pittsburgh,32,196.04,9,27,0,3,True,25.77923714471764,1.2207628552823593,9.4,45.0,ACC,7.0,6.0,13.0,Paul Chryst,9.4,0.5384615384615384
2013,Penn State,33,195.7,12,41,1,3,True,25.718778335936054,15.281221664063942,8.9,47.0,Big Ten,7.0,5.0,12.0,Bill O'Brien,8.9,0.5833333333333334
2013,Kentucky,34,195.55,1,1,0,3,True,25.692105332061836,-24.692105332061836,-2.5,74.0,SEC,2.0,10.0,12.0,Mark Stoops,-2.5,0.16666666666666666
2013,TCU,35,194.83,9,21,1,3,True,25.564074913465547,-4.5640749134655465,12.4,31.0,Big 12,4.0,8.0,12.0,Gary Patterson,12.4,0.3333333333333333
2013,Louisville,36,194.03,7,28,3,3,True,25.421818892802996,2.578181107197004,24.2,9.0,ACC,12.0,1.0,13.0,Charlie Strong,24.2,0.9230769230769231
2013,Michigan State,37,193.96,8,27,1,3,True,25.40937149099502,1.5906285090049792,19.7,20.0,Big Ten,13.0,1.0,14.0,Mark Dantonio,19.7,0.9285714285714286
2013,Maryland,38,193.11,5,20,1,3,True,25.258224469041068,-5.2582244690410676,10.8,40.0,Big Ten,7.0,6.0,13.0,Randy Edsall,10.8,0.5384615384615384
2013,Arizona State,39,192.78,6,9,0,3,True,25.199543860517764,-16.199543860517764,17.5,23.0,Big 12,10.0,4.0,14.0,Todd Graham,17.5,0.7142857142857143
2013,Wisconsin,40,191.08,10,30,2,3,True,24.89724981660985,5.10275018339015,22.4,11.0,Big Ten,9.0,4.0,13.0,Gary Andersen,22.4,0.6923076923076923
2013,California,41,190.85,9,21,1,3,True,24.856351210669366,-3.8563512106693665,-8.7,87.0,ACC,1.0,11.0,12.0,Sonny Dykes,-8.7,0.08333333333333333
2013,Indiana,42,190.33,6,16,0,3,True,24.76388479723871,-8.76388479723871,1.4,66.0,Big Ten,5.0,7.0,12.0,Kevin Wilson,1.4,0.4166666666666667
2013,Missouri,43,189.91,5,17,1,3,True,24.689200386390873,-7.689200386390873,19.3,22.0,SEC,12.0,2.0,14.0,Gary Pinkel,19.3,0.8571428571428571
2013,Arizona,44,188.91,3,4,0,3,True,24.51138036056269,-20.51138036056269,14.6,27.0,Big 12,8.0,5.0,13.0,Rich Rodriguez,14.6,0.6153846153846154
2013,Oregon State,45,186.6,3,9,0,3,True,24.10061610089958,-15.10061610089958,11.9,34.0,Pac-12,7.0,6.0,13.0,Mike Riley,11.9,0.5384615384615384
2013,Texas Tech,46,182.16,6,18,1,3,True,23.31109518622244,-5.311095186222438,14.0,28.0,Big 12,8.0,5.0,13.0,Kliff Kingsbury,14.0,0.6153846153846154
2013,Utah,47,181.27,10,27,1,3,True,23.15283536323536,3.8471646367646386,11.8,35.0,Big 12,5.0,7.0,12.0,Kyle Whittingham,11.8,0.4166666666666667
2013,Rutgers,48,180.79,3,10,0,3,True,23.06748175083783,-13.067481750837828,-8.1,86.0,Big Ten,6.0,7.0,13.0,Kyle Flood,-8.1,0.46153846153846156
2013,Kansas,49,180.28,1,3,0,3,True,22.976793537665458,-19.976793537665458,-9.7,89.0,Big 12,3.0,9.0,12.0,Charlie Weis,-9.7,0.25
2013,Washington State,50,177.9,4,6,0,3,True,22.55358187619437,-16.55358187619437,8.2,50.0,Pac-12,6.0,7.0,13.0,Mike Leach,8.2,0.46153846153846156
2013,Illinois,51,176.35,4,11,0,3,True,22.277960836160688,-11.277960836160688,-4.0,79.0,Big Ten,4.0,8.0,12.0,Tim Beckman,-4.0,0.3333333333333333
2013,Stanford,52,175.38,11,43,3,3,True,22.10547541110735,20.89452458889265,21.7,13.0,ACC,11.0,3.0,14.0,David Shaw,21.7,0.7857142857142857
2013,Northwestern,53,174.64,5,8,0,3,True,21.973888591994488,-13.973888591994488,4.2,61.0,Big Ten,5.0,7.0,12.0,Pat Fitzgerald,4.2,0.4166666666666667
2013,South Florida,54,173.74,5,12,0,3,True,21.813850568749125,-9.813850568749125,-15.5,105.0,American Athletic,2.0,10.0,12.0,Willie Taggart,-15.5,0.16666666666666666
2013,Boise State,55,173.51,7,24,1,3,True,21.77295196280864,2.2270480371913592,11.3,38.0,Pac-12,8.0,5.0,13.0,Chris Petersen,11.3,0.6153846153846154
2013,Iowa,56,171.96,8,25,0,3,True,21.497330922774957,3.5026690772250433,17.3,24.0,Big Ten,8.0,5.0,13.0,Kirk Ferentz,17.3,0.6153846153846154
2013,Houston,57,171.4,7,19,1,3,True,21.397751708311176,-2.3977517083111763,4.9,59.0,Big 12,8.0,5.0,13.0,Tony Levine,4.9,0.6153846153846154
2013,Marshall,58,170.81,0,0,0,3,True,21.292837893072544,-21.292837893072544,8.3,49.0,Sun Belt,10.0,4.0,14.0,Doc Holliday,8.3,0.7142857142857143
2013,NC State,59,166.04,13,44,1,3,True,20.4446363698721,23.5553636301279,-0.5,70.0,ACC,3.0,9.0,12.0,Dave Doeren,-0.5,0.25
2013,Cincinnati,60,162.33,4,8,0,3,True,19.784924074049545,-11.784924074049542,7.8,51.0,Big 12,9.0,4.0,13.0,Tommy Tuberville,7.8,0.6923076923076923
2013,Purdue,61,162.05,3,5,0,3,True,19.735134466817648,-14.735134466817648,-15.7,106.0,Big Ten,1.0,11.0,12.0,Darrell Hazell,-15.7,0.08333333333333333
2013,UConn,62,160.61,2,6,0,3,True,19.479073629625063,-13.479073629625065,-13.2,96.0,FBS Independents,3.0,9.0,12.0,Paul Pasqualoni,-13.2,0.25
